name,profession,country,gender,link
Olaf Möller,critic,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/236
Christine Molloy,Director,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/913
Philip Molloy,critic,Ireland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/186
Claire Monk,academic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/712
Luciano Monteagudo,critic,Argentina,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/381
Lourdes Monterrubio,critic,Spain,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/384
Nashen Moodley,programmer,South Africa/Australia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/267
Lukas Moodysson,Director,Sweden,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1041
Orlando Mora,programmer,Colombia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/234
Frances Morgan,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/603
Carol Morley,Director,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/906
Nathalie Morris,archivist,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/265
Wesley Morris,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/15
Samantha Morton,Director,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1158
Bahman Motamedian,Director,Iran,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/893
Greg Mottola,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/960
James Mottram,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/517
Michel Mourlet,critic,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/294
Manuel Mozos,Director,Portugal,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1050
Kate Muir,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/438
Lisa Mullen,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/391
Marco Müller,programmer,Italy/Switzerland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/361
Matthias Müller,Director,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1062
Laura Mulvey,academic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/406
Marc Munden,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1051
Nasreen Munni Kabir,critic,India/UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/266
Celina Murga,Director,Argentina,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/908
Charles Musser,academic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/728
Péter Muszatics,programmer,Hungary,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/199
Raphael Nadjari,Director,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1137
Najwa Najjar,Director,Palestine/Jordan,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1087
Gerardo Naranjo,Director,Mexico,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/955
Venkateswaran Narayanan,critic,India,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/29
Jean Narboni,critic,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/495
James Naremore,academic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/516
Santiago Navajas,critic,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/117
Adam Nayman,critic,Canada,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/844
Diane Negra,academic,Ireland,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/662
Boris Nelepo,critic,Russia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/758
Shirin Neshat,Director,Iran/US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1169
Daniel Nettheim,Director,Australia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/922
Mike Newell,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1076
Kim Newman,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/420
Bill Nichols,academic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/761
Jeff Nichols,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/991
Sabine Niewalda,other,Germany,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/128
Angelina Nikonova,Director,Russia,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/874
Irina-Margareta Nistor,critic,Romania,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/527
Martha P Nochimson,critic,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/335
Gaspar Noé,Director,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/953
Bauyrzhan Nogerbek,critic,Kazakhstan,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/770
James Nolen,programmer,Australia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/515
Cristina Nord,critic,Germany,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/705
Abé Mark Nornes,academic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/846
Garin Nugroho,Director,Indonesia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/951
David O Mahony,programmer,Ireland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/677
Michael O'Pray,academic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/304
Sharmeen Obaid-Chinoy,Director,Pakistan,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1166
Karel Och,programmer,Czech Republic,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/442
Ken'ichi (Ken) Okubo,critic,Japan,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/430
Sevin Okyay,critic,Turkey,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/107
Mikel Olaciregui,programmer,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/285
Michal Oleszczyk,critic,Poland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/297
Dario Oliveira,programmer,Portugal,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/692
Luís Oliveira,programmer,Portugal,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/377
John Oliver,programmer,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/477
Jos Oliver,critic,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/467
Mark Olsen,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/343
Michael Omasta,critic,Austria,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/305
Akin Omotoso,Director,Nigeria,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/854
Elena Oroz,critic,Spain,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/639
Marcos Ortega,critic,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/360
Andrew Osmond,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/809
Martha Otte,programmer,Norway,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/336
Karen Oughton,academic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/440
Horace Ové,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/973
Susan Oxtoby,archivist,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/75
Javier Packer-Comyn,programmer,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/498
Camille Paglia,academic,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/747
Laila Pakalnina,Director,Latvia,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1030
György Pálfi,Director,Hungary,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/964
Hynek Pallas,critic,Sweden,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/537
David Panos,Director,UK/Greece,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/929
Marcelo Panozzo,critic,Argentina,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/363
Volker Pantenburg,academic,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/18
Van Papadopoulos,programmer,US/Greece,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/31
Ed Park,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/647
Philippe Parreno,Director,Algeria/France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1129
Hannah Patterson,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/551
Alan Pauls,critic,Argentina,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/836
Jurica Pavicic,critic,Croatia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/447
Milan Pavlovic,critic,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/283
Pawel Pawlikowski,Director,UK/Poland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1114
Babak Payami,Director,Iran,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/892
Julie Pearce,programmer,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/451
Gerald Peary,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/579
Ron Peck,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1153
Sanjin Pejkovic,academic,Sweden,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/119
Stojan Pelko,academic,Slovenia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/80
Jaime Pena,critic,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/519
Richard Peña,programmer,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/161
Miguel Pendás,programmer,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/290
David Pendleton,programmer,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/676
Ian Penman,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/533
Edgar Pêra,Director,Portugal,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/933
Olivier Père,programmer,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/235
Julio Pérez Perucha,academic,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/449
Domino Renee Perez,academic,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/654
Gilberto Pérez,academic,US/Cuba,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/574
Xavier Pérez,academic,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/9
V.F. Perkins,academic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/33
Jacob Perlin,programmer,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/521
Chris Petit,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/911
Vladan Petkovic,critic,Serbia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/20
Alberto Pezzotta,critic,Italy,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/834
Norbert Pfaffenbichler,Director,Austria,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1094
David Phelps,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/675
Nicolas Philibert,Director,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1092
Andréa Picard,programmer,Canada,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/816
Sylvie Pierre,critic,France,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/71
Mark Pilkington,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/342
Matías Piñeiro,Director,Argentina,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1060
Nick Pinkerton,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/256
Jesús Piquero,programmer,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/487
Martial Pisani,critic,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/334
Francesco Pitassio,academic,Italy,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/602
Andrei Plakhov,critic,Russia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/812
Amos Poe,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/862
Nenad Polimac,critic,Croatia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/261
Robert Polito,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/148
Ventura Pons,Director,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1191
Simon Popek,programmer,Slovenia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/97
Constantin Popescu,Director,Romania,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/916
Alexei Popogrebsky,Director,Russia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/857
Javier Porta Fouz,critic,Argentina,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/497
Pere Portabella,Director,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1118
Richard Porton,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/160
Catherine Portuges,academic,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/734
Corneliu Porumboiu,Director,Romania,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/917
John Powers,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/476
Andrew Šprah,academic,Slovenia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/807
Vic Pratt,archivist,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/27
Miroslaw Przylipiak,academic,Poland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/281
Edvinas Puksta,programmer,Lithuania,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/645
Andrew Pulver,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/808
Mirsad Purivatra,programmer,Bosnia and Herzegovina,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/280
Sanjeewa Pushpakumara,Director,Sri Lanka,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1159
James Quandt,programmer,Canada,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/514
Leonardo Quaresima,academic,Italy,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/398
Leonard Quart,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/400
Ángel Quintana Morraja,critic,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/801
Quintín,critic,Argentina,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/181
Antonia Quirke,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/790
William Raban,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1199
Sadullo Rakhimov,critic,Tajikistan,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/127
Naman Ramachandran,critic,UK/India,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/270
Nandini Ramnath,critic,India,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/268
Jed Rapfogel,programmer,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/491
Nicolas Rapold,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/250
Raqs Media Collective,Director,India,,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1138
Pen-Ek Ratanaruang ,Director,Thailand,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1117
Tony Rayns,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/40
Javier Rebollo,Director,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/985
José Luis Rebordinos,programmer,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/464
Andy Rector,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/802
Raymond Red,Director,Philippines,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1141
Carlos Reviriego,critic,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/742
Carlos Reygadas,Director,Mexico,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/905
Berenice Reynaud,programmer,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/766
John David Rhodes,academic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/481
B Ruby Rich,academic,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/777
Emily Richardson,Director,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/937
Carrie Rickey,critic,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/739
Julie Rigg,critic,Australia,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/450
Arturo Ripstein,Director,Mexico,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/885
Pierre Rissient,programmer,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/184
Kong Rithdee,critic,Thailand,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/415
Ben Rivers,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/897
Riri Riza,Director,Indonesia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1147
Vadim Rizov,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/32
Jon Robertson,distributor,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/473
Tim Robey,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/50
Bruce Robinson,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/904
David Robinson,programmer,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/674
Leo Robson,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/401
Nick Roddick,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/255
Antonio Rodrigues,programmer,Portugal,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/787
Patrice Rollet,critic,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/225
Mark Romanek,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1055
Nicoletta Romeo,programmer,Italy,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/248
Jonathan Romney,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/471
Darrell James Roodt,Director,South Africa,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/924
David Rooney,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/673
Roee Rosen,Director,Israel/US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1150
Jonathan Rosenbaum,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/470
Federico Rossin,critic,Italy,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/619
Mohammed Rouda,critic,Lebanon,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/277
Jean-Claude Rousseau,Director,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/987
Ronald Rovers,critic,Netherlands,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/135
Patricia Rozema,Director,Canada,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1105
Martin Rubin,programmer,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/328
David Rudkin,other,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/672
Simon Rumley,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1170
Ben Russell,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/898
David O. Russell,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/928
Patrick Russell,archivist,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/222
Jaan Ruus,critic,Estonia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/522
Paul Ryan,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/218
Ira Sachs,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/975
Mehrnaz Saeedvafa,academic,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/315
Benjamin Safdie,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/900
Josh Safdie,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1009
SF Said,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/106
Walter Salles,Director,Brazil,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1194
Dan Sallitt,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/699
Barry Salt,academic,Australia/UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/771
Rasha Salti,programmer,Lebanon/US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/176
Sukhdev Sandhu,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/77
Hong Sangsoo,Director,South Korea,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/972
Antonio Santamarina,programmer,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/786
Luc Sante,critic,US/Belgium,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/383
Zina Saro-Wiwa,Director,UK/Nigeria,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1203
Tadao Sato,critic,Japan,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/70
Jean-Stephane Sauvaire,Director,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/990
Peter Scarlet,programmer,US/Abu Dhabi,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/198
Barbara Scharres,programmer,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/774
Ralf Schenk,academic,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/177
Lone Scherfig,Director,Denmark,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1038
Git Scheynius,programmer,Sweden,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/571
Regina Schlagnitweit,programmer,Austria,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/171
Minky Schlesinger,Director,South Africa,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1079
Oliver Schmitz,Director,South Africa,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1098
Pablo O. Scholz,critic,Argentina,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/233
Paul Schrader,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1111
Gusztáv Schubert,critic,Hungary,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/556
Sheila Schvarzman,academic,Brazil,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/101
Ariel Schweitzer,critic,France / Israel,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/784
Martin Scorsese,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1058
Augusto M Seabra,critic,Portugal,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/780
Ulrich Seidl,Director,Austria,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1189
Allan Sekula,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/858
Virginie Sélavy,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/21
Petra Seliskar,Director,Slovenia,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1127
Geneviève Sellier,academic,France,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/584
John Semley,critic,Canada,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/475
Rada Sesic,critic,The Netherlands/Bosnia and Herzegovina,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/179
Farai Sevenzo,Director,Zimbabwe,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/944
Girish Shambu,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/572
