name,profession,country,gender,link
Jane Lamacraft,,,,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/506
Annemarie Jacir,Director,Palestine,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/878
Kevin Jackson,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/425
Sean Jacobs,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/112
Alexander Jacoby,academic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/830
Babak Jalali,Director,Iran,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/891
Alby James,programmer,UK/Africa,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/833
David E James,critic,UK/US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/686
Nick James,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/257
Julian Jarrold,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1015
Pavel Jech,academic,Czech Republic,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/212
Jorge Jellinek,critic,Uruguay,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/468
Bruce Jenkins,academic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/751
David Jenkins,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/680
Jytte Jensen,archivist,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/445
Shanay Jhaveri,programmer,India,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/104
Kim Ji-seok,programmer,South Korea,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/421
Han Jie,Director,China,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/967
Cristián Jiménez,Director,Chile,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/918
Thierry Jobin,programmer,Switzerland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/65
Sheila Johnston,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/102
Trevor Johnston,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/38
Alan Jones,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/837
Kent Jones,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/428
Terry Jones,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1182
Tony Jones,programmer,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/42
William E Jones,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1198
Bong Joon-ho,Director,South Korea,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/902
Khalil Joreige,Director,Lebanon,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1023
Lamia Joreige,programmer,Lebanon,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/410
Fernando E. Juan Lima,critic,Argentina,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/615
Radu Jude,Director,Romania,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1135
Laurent Jullier,academic,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/404
Miranda July,Director,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1080
Gaston Kaboré,Director,Burkina Faso,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/954
Vlado Skafar,Director,Slovenia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1193
Wanuri Kahiu,Director,Kenya,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1195
Mariano Martín Kairuz,critic,Argentina,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/351
Martin Kanuch,critic,Slovakia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/331
Asif Kapadia,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/887
Marit Kapla,programmer,Sweden,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/349
Zdena Škapová,academic,Czech Republic,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/3
Law Kar,archivist,Hong Kong,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/403
Laurence Kardish,archivist,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/405
Lawrence Kasdan,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1032
Anurag Kashyap,Director,India,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/882
Daniel Kasman,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/696
Katsue Tomiyama,programmer,Japan,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/436
Aaron Katz,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/847
Lloyd Kaufman,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1036
Aki Kaurismäki,Director,Finland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/853
Mika Kaurismäki,Director,Finland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1071
Christian Keathley,academic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/719
Dave Kehr,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/690
Sek Kei,critic,Hong Kong,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/111
Shu Kei,other,Hong Kong,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/99
Patrick Keiller,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1107
Fred Kelemen,Director,Germany/Hungary,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/949
Craig Keller,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/708
Richard T Kelly,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/157
Philip Kemp,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/187
Glenn Kenny,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/569
Mark Kermode,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/344
Laura Kern,critic,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/408
Lodge Kerrigan,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1037
Frank Kessler,academic,Netherlands,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/599
Andriy Khalpakhchi,programmer,Ukraine,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/804
Hammad Khan,Director,Pakistan,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/966
Mohamed Khan,Director,Egypt/Pakistan,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1082
Andreas Kilb,critic,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/814
Anja Kirschner,Director,UK/Germany,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/875
B (Brent) Kite,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/778
Clare Kitson,programmer,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/711
Dávid Klág,critic,Hungary,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/679
Stuart Klawans,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/79
Uri Klein,critic,Israel,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/34
Gabe Klinger,critic,Brazil/US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/593
Tobias Kniebe,critic,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/48
Chris Knight,critic,Canada,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/721
Ekkehard Knörer,critic,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/640
Gertrud Koch,academic,Germany,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/577
Helena Koder,Director,Slovenia,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/969
Robert Koehler,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/149
Martin Koerber,archivist,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/330
Ulrich Köhler,Director,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1188
Eric Kohn,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/631
Eran Kolirin,Director,Israel,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/939
Michael Koller,programmer,Australia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/307
Andrzej Kolodynski,critic,Poland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/803
Baltasar Komákur,Director,Iceland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/894
Hiroshi Komatsu,academic,Japan,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/542
Andrey Konchalovsky,Director,Russia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/871
Martin Koolhoven,Director,Netherlands,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1056
Michael Koresky,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/306
Peter Körte,critic,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/202
Peter Kosminsky,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1121
Dieter Kosslick,programmer,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/659
Richard Koszarski,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/163
Andrew Kötting,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/869
Violeta Kovacsics,critic,Spain,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/22
Tadeusz Kowalski,archivist,Poland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/69
Roger Koza,critic,Argentina,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/140
Damjan Kozole,Director,Slovenia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/921
Shelly Kraicer,programmer,Canada,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/100
Jurgis Krasons,Director,Latvia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1016
Tony Krawitz,Director,Australia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1186
Klaus Kreimeier,academic,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/417
Esin Kucuktepepinar,critic,Turkey,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/627
Jay Kuehner,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/496
Annette Kuhn,academic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/795
Richard Kuipers,critic,Australia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/162
Justin Kurzel,Director,Australia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1017
Maria Kuvshinova,critic,Russia,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/355
Stanley Kwan,Director,Hong Kong,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1175
Richard Kwietniowski,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1144
Bruce LaBruce,Director,Canada,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/903
Isaki Lacuesta,Director,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/977
Andrew Lampert,archivist,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/810
Nadav Lapid,Director,Israel,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1085
Fernando Lara,critic,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/612
Pablo Larraín,Director,Chile,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1102
Joe Lawlor,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/997
Ray Lawrence,Director,Australia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1139
Edward Lawrenson,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/643
Sylvia Lawson,critic,Australia,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/72
Isild Le Besco,Director,France,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/979
Malcolm Le Grice,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1043
Eric Le Roy,archivist,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/630
Kevin B Lee,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/427
Nathan Lee,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/264
Danny Leigh,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/694
Mike Leigh,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1075
José Luis Torres Leiva,Director,Chile,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1006
David Leland,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/926
Isaac León Frías,critic,Peru,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/526
Pierre Leon,Director,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1131
Nanouk Leopold,Director,Netherlands,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1088
Joachim Lepastier,critic,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/483
Diego Lerer,critic,Argentina,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/660
Matthias Lerf,critic,Switzerland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/320
Esther Leslie,academic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/626
Richard Lester,Director,US/UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1145
Jørgen Leth,Director,Denmark,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1004
Mariann Lewinsky,programmer,Switz/Italy,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/352
Matthew Leyland,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/323
Ying Liang,Director,China,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1201
Dennis Lim,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/664
Helena Lindblad,critic,Sweden,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/546
Dana Linssen,critic,Netherlands,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/698
Michel Lipkes,programmer,Mexico,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/295
Ross Lipman,archivist,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/134
Kjetil Lismoen,critic,Norway,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/418
Guy Lodge,critic,UK/South Africa,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/554
Tiina Lokk,programmer,Estonia,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/55
Manuel J Lombardo,critic,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/367
Long Tin Shum,critic,Hong Kong,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/386
Carolina López Caballero,programmer,Spain,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/740
Carlos Losilla,critic,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/743
Simon Louvish,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/98
Xiaoning Lu,academic,China/UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/8
Tim Lucas,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/51
Violet Lucca,critic,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/23
Verena Lueken,critic,Germany,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/28
Marlena Lukasiak,programmer,Poland,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/338
Jan Lumholdt,critic,Sweden,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/509
Cristina Álvarez López,critic,Spain,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/707
Kalle Løchen,critic,Norway,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/443
Kevin MacDonald,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1022
Scott MacDonald,academic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/114
Tiago Mata Machado,Director,Brazil,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1185
Peter Machen,critic,South Africa,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/201
Gillies Mackinnon,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/957
Tony Macklin,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/41
Geoffrey Macnab,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/581
Guy Maddin,Director,Canada,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/963
Mike Maggiore,programmer,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/286
Florence Maillard,critic,France,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/606
Frédéric Maire,archivist,Switzerland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/597
Edwin Mak,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/641
Shinozaki Makoto,Director,Japan,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1168
Derek Malcolm,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/663
Roberto Manassero,critic,Italy,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/146
Milcho Manchevski,Director,Macedonia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1077
Michael Mann,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1069
Måns Månsson,Director,Sweden,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1048
Pia Marais,Director,Germany,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1130
Dario Marchiori,critic,Italy/France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/693
Yevgeny Margolit,critic,Russia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/7
Miguel Marías,critic,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/291
Antonio Mariotti,critic,Switzerland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/788
Karl Markovics,Director,Austria,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1018
Steven Markovitz,programmer,South Africa,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/84
Laura Marks,academic,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/407
James Marsh,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/980
Lee Marshall,critic,Italy,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/402
Adrian Martin,critic,Australia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/842
Raya Martin,Director,Philippines,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1140
Dominique Martinez,critic,France,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/655
Dmitry Martov,critic,US/Russia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/656
Arthur Mas,critic,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/782
Jeff Masino,distributor,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/490
Khalo Matabane,Director,South Africa,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1024
Demetrios Matheou,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/666
Kristy Matheson,programmer,Australia,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/412
Peter Matthews,academic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/200
Sophie Mayer,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/92
Paul Mayersberg,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/219
Gonzalo Maza,critic,Chile,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/567
Ewa Mazierska,academic,Poland/UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/622
Joseph McBride,academic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/459
Todd McCarthy,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/47
John Michael McDonagh,Director,Ireland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1001
Martin McDonagh,Director,Ireland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1057
Brian McFarlane,critic,Australia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/753
Patrick McGilligan,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/223
Maura McHugh,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/319
Luke McKernan,archivist,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/375
John McNaughton,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1000
Steve McQueen,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1176
Alexey Medvedev,critic,Russia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/829
David Meeker,academic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/678
Fernando Meirelles,Director,Brazil,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/947
Martin Melarkey,programmer,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/329
Joan Mellen,academic,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/482
Annette Melville,archivist,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/794
Sam Mendes,Director,UK/US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1157
Josué Méndez,Director,Peru,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1010
Kleber Mendonça Filho,Director,Brazil,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1026
Jiri Menzel,Director,Czech Republic,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/994
Thierry Méranger,critic,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/64
Paolo Mereghetti,critic,Italy,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/227
Razika Mergenbaeva,programmer,Uzbekistan,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/173
Saul Metzstein,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1163
Gary Meyer,programmer,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/588
Hind Mezaina,critic,United Arab Emirates,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/543
Daniela Michel,programmer,Mexico,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/695
Roger Michell,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1151
David Michôd,Director,Australia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/927
Henry K Miller,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/544
Luis Miñarro,Director,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1040
Fung Ka Ming,critic,Hong Kong,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/594
Mingchuam Huang,Director,Taiwan,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1078
Tsai Ming-Liang,Director,Taiwan,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1187
Luis Miranda,programmer,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/378
Rima Mismar,programmer,Lebanon,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/156
Santiago Mitre,Director,Argentina,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1160
Mehelli Modi,distributor,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/317
Khalid Mohamed,critic,India,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/424
