movie,year,director,movie_id
Saint Dnyaneshwar,,Vishnupant Govind Damle/Sheikh Fattelal,id_1083
Amar Akbar Anthony,1977,Manmohan Desai,id_1084
"Duo, The",1997,Mani Ratnam,id_1085
Jungle Book,1967,Walt Disney Production,id_1086
Dilwale Dulhania Le Jayenge,1995,Aditya Chopra,id_1087
Saint Tukaram,1936,Vishnupant Govind Damle/Sheikh Fattelal,id_1088
"Clock, The",,Christian Marclay,id_1089
Point Blank,1967,John Boorman,id_1090
Where Eagles Dare,1968,Brian G Hutton,id_1091
Abschied,1930,Robert Siodmak,id_1092
"Captive, La",1983,Chantal Akerman,id_1093
Onegin,1998,Martha Fiennes,id_1094
"segno di Venere, Il",1955,Dino Risi,id_1095
Seven Chances,1925,Buster Keaton,id_1096
Bintang Kejora,,Chaerul Umam,id_1097
"Isle, The",2000,Kim Ki Duk,id_1098
Baraka,1992,Ron Fricke,id_1099
"Graduate, The",1967,Mike Nichols,id_1100
Reservoir Dogs,1991,Quentin Tarantino,id_1101
"Terminator, The",1984,James Cameron,id_1102
From the Clouds to the Resistance,1979,Jean-Marie Straub/Danièle Huillet,id_1103
Monsieur Verdoux,1947,Charles Chaplin,id_1104
Seven Women,1965,John Ford,id_1105
"accuse, J'",1918,Abel Gance,id_1106
Line Describing a Cone,1973,Anthony McCall,id_1107
"Melomaniac, The",1903,Georges Méliès,id_1108
"Movie, A",1958,Bruce Conner,id_1109
"Taste of Cherry, The",1997,Abbas Kiarostami,id_1110
Departures,2008,Yôjirô Takita,id_1111
Triumph of the Will,1935,Leni Riefenstahl,id_1112
Our Hospitality,1923,Buster Keaton/John G. Blystone,id_1113
Der Verlorene,1951,Peter Lorre,id_1114
Traité de bave et d'éternité,,Isidore Isou,id_1115
Landscape Suicide,1986,James Benning,id_1116
Take the Money and Run,1969,Woody Allen,id_1117
Jonah Who Will Be 25 in the Year 2000,1976,Alain Tanner,id_1118
Shane,1952,George Stevens,id_1119
Anatomy of a Murder,1959,Otto Preminger,id_1120
Brigadoon,1954,Vincente Minnelli,id_1121
"Halfway House, The",1943,Basil Dearden,id_1122
"Man For All Seasons, A",1966,Fred Zinnemann,id_1123
"Old Dark House, The",1932,James Whale,id_1124
Raiders of the Lost Ark,1981,Steven Spielberg,id_1125
Ryan's Daughter,1970,David Lean,id_1126
Shadowlands,1993,Richard Attenborough,id_1127
Once Upon a Time in Anatolia,2011,Nuri Bilge Ceylan,id_1128
Umberto D,1952,Vittorio de Sica,id_1129
"Road, The",2006,Sun Yu,id_1130
Equinox Flower,1958,Ozu Yasujirô ,id_1131
Airplane!,1980,Jim Abrahams/David & Jerry Zucker,id_1132
Midnight Cowboy,1969,John Schlesinger,id_1133
Schindler's List,1993,Steven Spielberg,id_1134
Sideways,2004,Alexander Payne,id_1135
Alien,1979,Ridley Scott,id_1136
Claire's Knee,1970,Eric Rohmer,id_1137
Husbands and Wives,1992,Woody Allen,id_1138
Knife in the Water,1962,Roman Polanski,id_1139
Touchez pas au grisbi,1954,Jacques Becker,id_1140
"Ciénaga, La",2001,Lucrecia Martel,id_1141
"Traitors, The",1973,Raymundo Gleyzer,id_1142
I Am (Jestem),2006,Dorota Kedzierzawska,id_1143
"nuit du carrefour, La",1932,Jean Renoir,id_1144
Hawks and Sparrows,1966,Pier Paolo Pasolini,id_1145
Prison,1949,Ingmar Bergman,id_1146
Lolita,1961,Stanley Kubrick,id_1147
Zero de Conduite,1933,Jean Vigo,id_1148
Europa 51,1952,Roberto Rossellini,id_1149
79 Springtimes,1969,Santiago Álvarez,id_1150
"Age of Cosimo de Medici, The",,Roberto Rossellini,id_1151
Echo of the Jackboot,1965,Mikhail Romm,id_1152
"Effects of the Atomic Bomb on Hiroshima and Nagasaki, The",,Itō Sueo & Obata Chozō & Okuyama Dairokurō & Yamanaka Masao,id_1153
Essene,1972,Frederick Wiseman,id_1154
Everyday Life in a Syrian Village,,Umar Amīralai(Omar Amiralay in IMDB),id_1155
It Will Never Happen Again,1951,Natan Gross,id_1156
"Long Gray Line, The",1954,John Ford,id_1157
"Memory of Justice, The",1976,Marcel Ophüls,id_1158
"Plague of the Zombies, The",1966,John Gilling,id_1159
Dogville,2003,Lars von Trier,id_1160
Bonnie and Clyde,1967,Arthur Penn,id_1161
I Am Curious Yellow,1967,Vilgot Sjöman,id_1162
"Obscure Object of Desire, That",1977,Luis Buñuel,id_1163
"Woman Next Door, The",1981,François Truffaut,id_1164
Dazed and Confused,1993,Richard Linklater,id_1165
Heimat,,Edgar Reitz,id_1166
"Last Picture Show, The",1971,Peter Bogdanovich,id_1167
Twin Peaks,,David Lynch,id_1168
"Trial, The",1962,Orson Welles,id_1169
"Grido, Il",1957,Michelangelo Antonioni,id_1170
Four Seasons of Children,1939,Shimizu Hiroshi,id_1171
Hours for Jerome I & II,1982,Nathaniel Dorsky,id_1172
Toni,1935,Jean Renoir,id_1173
"vallée close, La",2000,Jean-Claude Rousseau,id_1174
West of the Tracks,2002,Wang Bing,id_1175
Dishonored,1931,Josef von Sternberg,id_1176
I Walked With a Zombie,1943,Jacques Tourneur,id_1177
Lola,1961,Jacques Demy,id_1178
"Blair Witch Project, The",1999,Daniel Myrick/Eduardo Sánchez,id_1179
Garage,2007,Leonard Abrahamson,id_1180
Monty Python's Life of Brian,1979,Terry Jones,id_1181
"Quatro Volte, Le",2010,Michelangelo Frammartino,id_1182
Twilight,1990,György Fehér,id_1183
"Killing of America, The",1982,Sheldon Renan/Leonard Schrader,id_1184
Valerie and her Week of Wonders,1970,Jaromil Jires,id_1185
Diary of a Country Priest,1951,Robert Bresson,id_1186
"Night of the Living Dead, The",1968,George A Romero,id_1187
"demoiselles de Rochefort, Les",1967,Jacques Demy,id_1188
Hugo,2011,Martin Scorsese,id_1189
"Producers, The",1968,Mel Brooks,id_1190
Topsy-Turvy,1999,Mike Leigh,id_1191
Y tu mamá también,2001,Alfonso Cuarón,id_1192
Bang!,1967,Bob Godfrey,id_1193
Dawn of the Dead,1978,George A Romero,id_1194
Great Ecstasy of Woodcarver Steiner,1975,Werner Herzog,id_1195
Island of Lost Souls,1932,Erle C Kenton,id_1196
Possession,1981,Andrzej Zulawski,id_1197
Wind Vane,1972,Chris Welsby,id_1198
Europa,1991,Lars von Trier,id_1199
"Intruder, The",2004,Claire Denis,id_1200
"Night Is Young, The",1986,Leos Carax,id_1201
"Scent of Green Papaya, The",1992,Anh Dung Tran,id_1202
"Second Circle, The",1990,Aleksandr Sokurov,id_1203
"Forbidden Zone, The",1980,Richard Elfman,id_1204
"Angel at My Table, An",1992,Jane Campion,id_1205
"Postman Always Rings Twice, The",1981,Bob Rafelson,id_1206
"Silence of the Lambs, The",1990,Jonathan Demme,id_1207
Avatar,2009,James Cameron,id_1208
Dancer in the Dark,2000,Lars von Trier,id_1209
"Inconvenient Truth, An",2006,Davis Guggenheim,id_1210
Inglourious Basterds,2009,Quentin Tarantino,id_1211
Network,1976,Sidney Lumet,id_1212
Rang De Basanti,2005,Rakeysh Omprakash Mehra,id_1213
"Adventures of Prince Achmed, The",1926,Lotte Reiniger,id_1214
"Engagement, The",1963,Ermanno Olmi,id_1215
"Lusty Men, The",1952,Nicholas Ray,id_1216
Man's Favourite Sport?,1963,Howard Hawks,id_1217
Memories of Murder,2003,Bong Joon-ho,id_1218
Cronaca familiare,1962,Valerio Zurlini,id_1219
"sièges de l'Alcazar, Les",1989,Luc Moullet,id_1220
Shadows,1959,John Cassavetes,id_1221
French Cancan,1955,Jean Renoir,id_1222
Morocco,1930,Josef von Sternberg,id_1223
War and Peace,1956,King Vidor,id_1224
Chanson d'Armor,1934,Jean Epstein,id_1225
"Child in the Crowd, A",1976,Gérard Blain,id_1226
Du côté d'Orouët,1971,Jacques Rozier,id_1227
"Love of a Woman, The",1954,Jean Grémillon,id_1228
Merlusse,1935,Marcel Pagnol,id_1229
Our Daily Bread,1970,Mani Kaul,id_1230
Poema o More,1958,Yuliya Solntseva,id_1231
"Simple Story, A",1959,Marcel Hanoun,id_1232
Welfare,1975,Frederick Wiseman,id_1233
Olympia,1938,Leni Riefenstahl,id_1234
"Outlaw Josey Wales, The",1976,Clint Eastwood,id_1235
"Whip and the Body, The",1963,Mario Bava,id_1236
"Child, The",2005,Jean-Pierre Dardenne/Luc Dardenne,id_1237
"Death of Maria Malibran, The",1971,Werner Schroeter,id_1238
Historias Extraordinarias,2008,Mariano Llinás,id_1239
Lady Killer,1937,Jean Grémillon,id_1240
Queen Kelly,1931,Erich von Stroheim,id_1241
Stars In My Crown,1949,Jacques Tourneur,id_1242
"Théâtre des matières, Le",1977,Jean-Claude Biette,id_1243
Tristana,1970,Luis Buñuel,id_1244
Anticipation of the Night,1958,Stan Brakhage,id_1245
Carriage Trade,1967,Warren Sonbert,id_1246
Gammelion,1968,Gregory J. Markopoulos,id_1247
Hardwood Process,,David Gatten,id_1248
"Hart of London, The",1970,Jack Chambers,id_1249
Quick Billy,1968,Bruce Baillie,id_1250
Study of a River,,Peter Hutton,id_1251
Zorns Lemma,1970,Hollis Frampton,id_1252
Night Train,1959,Jerzy Kawalerowicz,id_1253
Pat Garrett & Billy the Kid,1973,Sam Peckinpah,id_1254
Saturday Night and Sunday Morning,1960,Karel Reiz,id_1255
Broken Lullaby,1932,Ernst Lubitsch,id_1256
"Red and the White, The",1967,Miklos Jancso,id_1257
Cold Nights,1985,Lee Sun-fung,id_1258
Colorado Territory,1949,Raoul Walsh,id_1259
Dirty Ho,1979,Kar-leung Lau,id_1260
Hollywood or Bust,1956,Frank Tashlin,id_1261
"Man and a Woman, A",1966,Claude Lelouch,id_1262
When a Woman Ascends the Stairs,1960,Naruse Mikio,id_1263
"Freeze, Die Come Alive",1989,Vitali Kanevsky,id_1264
Ju Dou,1990,Zhang Yimou,id_1265
My Life as a Dog,1985,Lasse Hallström,id_1266
WR: Mysteries of the Organism,1971,Dusan Makavejev,id_1267
7th Heaven,1927,Frank Borzage,id_1268
Humanity and paper balloons,1937,Yamanaka Sadao,id_1269
"Doulos, Le",1963,Jean-Pierre Melville,id_1270
Happiness,1965,Agnès Varda,id_1271
Man's Castle,1933,Frank Borzage,id_1272
Kuhle Wampe,1932,Bertold Brecht/Ernst Ottwald,id_1273
Shiranui Sea,,Tsuchimoto Noriaki,id_1274
Story of Kindness,1985,Tran Van Thuy,id_1275
"West Indies, ou les nègres marrons de la liberté",1979,Med Hondo,id_1276
Five Easy Pieces,1970,Bob Rafelson,id_1277
McCabe and Mrs Miller,1971,Robert Altman,id_1278
Thirty-Two Short Films About Glenn Gould,1993,François Girard,id_1279
"Chant d'amour, Un",1950,Jean Genet,id_1280
"""Diary""",,David Perlov,id_1281
I Even Met Happy Gypsies,1967,Aleksandr Petrovic,id_1282
"Oak, The",1992,Lucian Pintilie,id_1283
Anna and the Wolves,1972,Carlos Saura,id_1284
"Birds, Orphans and Fools",1970,Juraj Jakubisko,id_1285
Hero: The Official Film of the 1986 FIFA World Cup,1986,Tony Maylam,id_1286
High Noon,1952,Fred Zinemann,id_1287
"Misfits, The",1961,John Huston,id_1288
One from the Heart,1982,Francis Ford Coppola,id_1289
"Wild Child, The",1969,François Truffaut,id_1290
Daratt,2006,Mahamat-Saleh Haroun,id_1291
"Last Supper, The",1976,Tomás Gutiérrez Alea,id_1292
Lucía,1969,Humberto Solás,id_1293
Lumumba,2000,Raoul Peck,id_1294
"Silences of the Palace, The",1994,Moufida Tlatli,id_1295
Vivan las Antipodas!,,Victor Kossakovsky,id_1296
All of my Life,1966,Bruce Baillie,id_1297
Fata Morgana,1971,Werner Herzog,id_1298
How Yukong Moved the Mountains,1976,Joris Ivens/Marceline Loridan Ivens,id_1299
"Draughtman's Contract, The",1982,Peter Greenaway,id_1300
Santa Sangre,1989,Alejandro Jodorowsky,id_1301
Time of the Gypsies,1989,Emir Kusturica,id_1302
21 Grams,2003,Alejandro González Iñárritu,id_1303
El,1953,Luis Buñuel,id_1304
Francisca,1981,Manoel de Oliveira,id_1305
In a Year of 13 Moons,1978,Rainer Werner Fassbinder,id_1306
"Boy, The",1969,Oshima Nagisa,id_1307
"Round-Up, The",1966,Miklos Jancso,id_1308
Amor,2002,Robert Beavers,id_1309
"Goodbye, Dragon Inn",2003,Tsai Ming Liang,id_1310
In Camera,,Ranjan Palit,id_1311
Johnny Gaddaar,2007,Sriram Raghavan,id_1312
"Wire, The",,David Simon,id_1313
Before the Rain,1994,Milcho Manchevski,id_1314
"German Sisters, The",1981,Margarethe von Trotta,id_1315
Germany Pale Mother,1980,Helma Sanders-Brahms,id_1316
Johnny Got His Gun,1971,Dalton Trumbo,id_1317
"Kids Are All Right, The",2010,Lisa Cholodenko,id_1318
"Man There Was, A",1917,Victor Sjöström,id_1319
"Man Who Laughs, The",1928,Paul Leni,id_1320
"Pajama Game, The",1957,George Abbott/Stanley Donen,id_1321
White Heat,1949,Raoul Walsh,id_1322
"Rake's Progress, The",1945,Sidney Gilliat,id_1323
Coeur fidèle,1923,Jean Epstein,id_1324
"Long Farewell, The",1987,Kira Muratova,id_1325
"Silence de la mer, Le",1948,Jean-Pierre Melville,id_1326
Stand by Me,1986,Rob Reiner,id_1327
Calendar,1993,Atom Egoyan,id_1328
"Criminal Life of Archibaldo de la Cruz, The",1955,Luis Buñuel,id_1329
High Tide,1987,Gillian Armstrong,id_1330
"Lacombe, Lucien",1974,Louis Malle,id_1331
Muhammad Ali: The Greatest,1975,William Klein,id_1332
"Phantom of the Paradise, The",1974,Brian De Palma,id_1333
Paris is Burning,,Jennie Livingston,id_1334
"Jester, The",1987,José Álvaro Morais,id_1335
Shoeshine,1946,Vittorio De Sica,id_1336
"War Game, The",1985,Peter Watkins,id_1337
Z,1968,Costa-Gavras,id_1338
"Father, The",1966,Istvan Szabo,id_1339
Wings,1966,Larisa Shepitko,id_1340
Beauty No 2,1965,Andy Warhol,id_1341
Get Carter,1971,Mike Hodges,id_1342
Roman Holiday,1953,William Wyler,id_1343
People on Sunday,1930,Curt Siodmak/Robert Siodmak/Edgar G. Ulmer/Fred Zinnemann   ,id_1344
"Real Young Lady, A",2000,Catherine Breillat,id_1345
"Forty First, The",1956,Grigori Chukhrai,id_1346
"Bells of St Mary's, The",1945,Leo McCarey,id_1347
Lilith,1964,Robert Rossen,id_1348
Matter of Time,1976,Vincente Minnelli,id_1349
"Night, This",2008,Werner Schroeter,id_1350
"Shadow, The",1982,Giorgio Bianchi,id_1351
Deadlock,1970,Roland Kick,id_1352
"Page of Madness, A",1926,Teinosuke Kinugasa,id_1353
Sylvie,,Klaus Lemke,id_1354
Ballet mécanique,1924,Fernand Léger/Dudley Murphy,id_1355
Blow Job,1964,Andy Warhol,id_1356
Ritual in Transfigured Time,1946,Maya Deren,id_1357
Videograms of a Revolution,1993,Harun Farocki/Andrei Ujica,id_1358
Young Frankenstein,1974,Mel Brooks,id_1359
Blue Gardenia,1953,Fritz Lang,id_1360
"Fury, The",1978,Brian de Palma,id_1361
"Goodbye, South, Goodbye",1996,Hou Hsiao-hsien,id_1362
Floating Weeds,1959,Ozu Yasujirô,id_1363
Limelight,1951,Charles Chaplin,id_1364
Abraham's Valley,1993,Manoel de Oliveira,id_1365
Simon of the Desert,1965,Luis Buñuel,id_1366
Line Describing a Cone 2.0,,Anthony McCall,id_1367
Boudu Saved from Drowning,1932,Jean Renoir,id_1368
"Killing, The",1956,Stanley Kubrick,id_1369
Boxing Gym,2010,Frederick Wiseman,id_1370
Cien niños esperando un tren,1988,Ignacio Agüero,id_1371
Etre et avoir,2002,Nicolas Philibert,id_1372
Grüningers Fall,1998,Richard Dindo,id_1373
Mother Dao,1995,Vincent Monnikendam,id_1374
S21: The Khmer Rouge Death Machine,2003,Rithy Panh,id_1375
Images of the World and the Inscription of the War,1988,Harun Farocki,id_1376
"Heart in Winter, A",1992,Claude Sautet,id_1377
"Holly Girl, The",2004,Lucrecia Martel,id_1378
Last Night,,Don McKellar,id_1379
Destiny,1921,Fritz Lang,id_1380
Journey on the Hour Hand,1997,Omer Kavur,id_1381
Lamentations,1985,R Bruce Elder,id_1382
To Parsifal,,Bruce Baillie,id_1383
Wildfire,2003,Amy Greenfield,id_1384
Female Trouble,1974,John Waters,id_1385
Invocation of My Demon Brother,1969,Kenneth Anger,id_1386
Long Film for Ambient Light,,Anthony McCall,id_1387
Shulie,1998,Elisabeth Subrin,id_1388
Gladiator,2000,Ridley Scott,id_1389
"Night of Counting the Years, The",1970,Shadi Abdel Salam,id_1390
"Hourglass Sanatorium, The",1973,Wojciech Has,id_1391
Pictures of the Old World,1988,Dusan Hanák,id_1392
Mean Streets,1973,Martin Scorsese,id_1393
Ashes of Time,1994,Wong Kar Wai,id_1394
Days and Nights in the Forest,1970,Satyajit Ray,id_1395
Eyes Wide Shut,1999,Stanley Kubrick,id_1396
"frontière de l’aube, La",,Philippe Garrel,id_1397
Heat,1995,Michael Mann,id_1398
"Maison des bois, La",,Maurice Pialat,id_1399
Far From Heaven,2002,Todd Haynes,id_1400
Gilda,1946,Charles Vidor,id_1401
Summer Interlude,1950,Ingmar Bergman,id_1402
Vanya on 42nd Street,1994,Louis Malle,id_1403
Murmur of the Heart,1971,Louis Malle,id_1404
Sapphires,,Wayne Blair,id_1405
Water,2005,Deepa Mehta,id_1406
"Bridges of Madison County, The",1995,Clint Eastwood,id_1407
Carnival in Flanders,1935,Jacques Feyder,id_1408
Going Places,1974,Bertrand Blier,id_1409
Nargess,1992,Rakhshan Bani-Etemad,id_1410
Ramchand Pakistani,2008,Mehreen Jabbar,id_1411
Women on the Verge of a Nervous Breakdown,1988,Pedro Almodóvar,id_1412
"Awful Truth, The",1937,Leo McCarey,id_1413
Dead Ringers,1988,David Cronenberg,id_1414
Billy Liar,1963,John Schlesinger,id_1415
Stranger than Paradise,1982,Jim Jarmusch,id_1416
City Girl,1929,FW Murnau,id_1417
Snow White and the Seven Dwarfs,1937,David Hand et al,id_1418
Grey Gardens,1975,Maysles Brothers,id_1419
Toss Me a Dime,1959,Fernando Birri,id_1420
House of Flying Daggers,2004,Zhang Yimou,id_1421
Outcast of the Islands,1952,Carol Reed,id_1422
Stavisky…,1974,Alain Resnais,id_1423
Storm Over Asia,1928,Vsevolod Pudovkin,id_1424
Bimbo's Initiation,1931,Dave Fleischer,id_1425
Hotel Terminus,1988,Marcel Ophüls,id_1426
Salesman,1968,Albert Maysles/David Maysles/Charlotte Zwerin,id_1427
Eroica,1958,Andrzej Munk,id_1428
Kalpana,1948,Uday Shankar,id_1429
"Bitter Tears of Petra von Kant, The",1972,Rainer Werner Fassbinder,id_1430
Mildred Pierce,1945,Michael Curtiz,id_1431
Fire in Castile (Tactil Vision of the Wasteland of Fear),1961,José Val del Omar,id_1432
Poetic Justice,1972,Hollis Frampton,id_1433
"Pointe-Courte, La",1954,Agnès Varda,id_1434
Rose Hobart,1936,Joseph Cornell,id_1435
Yawar Mallku,1969,Jorge Sanjinés,id_1436
Secret Sunshine,2007,Lee Chang-dong,id_1437
"Body's Way, The",,Jo Keung-ha ,id_1438
Borderline,1930,Kenneth MacPherson,id_1439
"Boys from Fengkuei, The",1983,Hsiao-hsien Hou,id_1440
Malombra,1942,Mario Soldati,id_1441
Susana,1951,Luis Buñuel,id_1442
Sylvester,1923,Lupu Pick,id_1443
Yol,1982,Serif Gören/Yilmaz Güney,id_1444
Parents' Heart,,Chun Kim,id_1445
Flaming Creatures,1963,Jack Smith,id_1446
"Girl From Chicago, The",1932,Oscar Micheaux,id_1447
Ossessione,1943,Luchino Visconti,id_1448
Wild at Heart,1990,David Lynch,id_1449
Ace in the Hole,1951,Billy Wilder,id_1450
Charley Varrick,1973,Don Siegel,id_1451
"Prowler, The",1950,Joseph Losey,id_1452
Tom Jones,1963,Tony Richardson,id_1453
Midnight,1939,Mitchell Leisen,id_1454
"New York, New York",1977,Martin Scorsese,id_1455
Taipei Story,1984,Edward Yang,id_1456
Diamonds of the Night,1964,Jan Nemec,id_1457
Odd Man Out,1947,Carol Reed,id_1458
"Reine Margot, La",1994,Patrice Chereau,id_1459
Danger: Diabolik,1967,Mario Bava,id_1460
Godzilla,1954,Ishirô Honda,id_1461
Hitler: A Film from Germany,1977,Hans Jurgen Syberberg,id_1462
"Philadelphia Story, The",1940,George Cukor,id_1463
Plan 9 From Outer Space,1958,Ed Wood,id_1464
"Fall of the House of Usher, The",1928,Jean Epstein,id_1465
"visite au Louvre, Une",2004,Jean-Marie Straub/Danièle Huillet,id_1466
"Beyond, The",1981,Lucio Fulci,id_1467
Django Kill!,1967,Giulio Questi,id_1468
Dolemite,1975,D'Urville Martin,id_1469
Liquid Sky,1982,Slava Tsukerman,id_1470
Masque of Red Death,1964,Roger Corman,id_1471
One-Armed Boxer II,,Jimmy Wang,id_1472
Scorpion Thunderbolt,,Godfrey Ho,id_1473
Succubus,1967,Jess Franco,id_1474
Thundercrack,1975,Curt McDowell,id_1475
G.A.T.T.A.C.A.,1997,Andrew Niccol,id_1476
Good Morning,1959,Ozu Yasujirô ,id_1477
"Hitchhiker's Guide to the Galaxy, The",2005,Garth Jennings,id_1478
Pink Floyd The Wall,1982,Alan Parker,id_1479
Signs of Life,1968,Werner Herzog,id_1480
Team America: World Police,2004,Trey Parker,id_1481
Christine,1937,Julien Duvivier,id_1482
My Way Home,1978,Bill Douglas,id_1483
"New World, The",2005,Terrence Malick,id_1484
Fox News Outtakes 4-399/400 NYC Street Scenes and Noises,,Anonymous,id_1485
I am Twenty,1963,Marlen Khutsiyev,id_1486
My Hand Outstretched to the Winged Distance and Sightless Measure,,Robert Beavers,id_1487
37/78 Tree Again,1978,Kurt Kren,id_1488
Arcana,1972,Giulio Questi,id_1489
Canyon Passage,1946,Jacques Tourneur,id_1490
"Devil Rides Out, The",1967,Terence Fisher,id_1491
"Ducksters, The",,Chuck Jones,id_1492
Fiamma che non si spegne,,Vittorio Cottafavi,id_1493
Ng Long Pat Kua Khuan,,Liu Chia-Liang,id_1494
On The Silver Globe,1988,Andrzej Zulawski,id_1495
"Flower of My Secret, The",1995,Pedro Almodóvar,id_1496
Eyes Without a Face,1960,Georges Franju,id_1497
3-Iron,2004,Kim Ki-Duk,id_1498
Doctor Zhivago,1965,David Lean,id_1499
Gran Torino,2008,Clint Eastwood,id_1500
"Berlin, Symphony of a City",1927,Walter Ruttmann,id_1501
"Stone, The",1992,Aleksandr Sokurov,id_1502
"Ascent, The",1976,Larisa Shepitko,id_1503
Climates,2006,Nuri Bilge Ceylan,id_1504
In Vanda's Room,2000,Pedro Costa,id_1505
"Last Emperor, The",1987,Bernardo Bertolucci,id_1506
My Name is Joe,1998,Ken Loach,id_1507
Oasis,2002,Lee Chang-dong,id_1508
Sweet Sixteen,2002,Ken Loach,id_1509
Tokyo Marigold,,Ichikawa Jun ,id_1510
Violent Cop,1989,Kitano Takeshi,id_1511
Buffalo 66,1997,Vincent Gallo,id_1512
"House of Trubnaia Square, The",1928,Boris Barnet,id_1513
Manila by Night,1981,Ishmael Bernal,id_1514
Swept Away,1975,Lina Wertmuller,id_1515
"Ballad of Narayama, The",1983,Imamura Shohei,id_1516
"Nightmare Before Christmas, The",1993,Henry Selick,id_1517
"39 Steps, The",1935,Alfred Hitchcock,id_1518
Toy Story,1995,John Lasseter,id_1519
Bellissima,1951,Luchino Visconti,id_1520
Fires Were Started,1943,Humphrey Jennings,id_1521
In Girum Imus Nocte et Consumimur Igni,1978,Guy Debord,id_1522
Borom Sarret,1963,Ousmane Sembene,id_1523
In the Year of the Pig,1968,Emile de Antonio,id_1524
Mapantsula,1988,Oliver Schmitz,id_1525
Blind Chance,1981,Krzysztof Kieslowski,id_1526
Home from the Hill,1959,Vincente Minnelli,id_1527
71 Fragments of a Chronology of Chance,1994,Michael Haneke,id_1528
"Take Care of Your Scarf, Tatjana",1993,Aki Kaurismäki,id_1529
Precious,2008,Lee Daniels,id_1530
Seopyeonje,1993,Im Kwon-taek ,id_1531
"Sky Socialist, The",,Ken Jacobs,id_1532
Two Stage Sisters,1964,Xie Jin,id_1533
Firemans Ball,1967,Milos Forman,id_1534
Cosmic Ray,1962,Bruce Conner,id_1535
Gloria!,,Hollis Frampton,id_1536
Star Spangled to Death,2003,Ken Jacobs,id_1537
"World, The",2004,Jia Zhang Ke ,id_1538
Funeral Parade of Roses,1970,Toshio Matsumoto,id_1539
Hapax Legomena,,Hollis Frampton,id_1540
Peggy and Fred in Hell,2002,Leslie Thornton,id_1541
Red Sorghum,1987,Zhang Yimou,id_1542
Little Otik,2000,Jan Svankmajer,id_1543
They Live By Night,1948,Nicholas Ray,id_1544
Tres tristes tigres,1968,Raúl Ruiz,id_1545
Moolaadé,2004,Ousmane Sembene,id_1546
Beyond the Valley of the Dolls,1970,Russ Meyer,id_1547
Goldfinger,1964,Guy Hamilton,id_1548
"Musketeers of Pig Alley, The",1912,D.W. Griffith,id_1549
Guys and Dolls,1955,Joseph L. Mankiewicz,id_1550
I'm No Angel,1933,Wesley Ruggles,id_1551
Toy Story 3,2010,Lee Unkrich,id_1552
"Right Stuff, The",1983,Philip Kaufman,id_1553
Imitation of Christ,1969,Andy Warhol,id_1554
Ten Minutes to Live,,Oscar Micheaux,id_1555
Cure,1998,Kurosawa Kiyoshi,id_1556
Vengeance is Mine,1979,Imamura Shohei,id_1557
Zodiac,2007,David Fincher,id_1558
Be With Me ,2005,Eric Koo,id_1559
Gerry,2001,Gus van Sant,id_1560
Regular Lovers,2004,Philippe Garrel,id_1561
Othello,1952,Orson Welles,id_1562
"Aura, El",2005,Fabián Bielinsky,id_1563
"Milagro de P. Tinto, El",1998,Javier Fesser,id_1564
Red Lob,1989,Nanni Moretti,id_1565
Shara,2003,Naomi Kawase,id_1566
Zoolander,2001,Ben Stiller,id_1567
"Je vous salue, Sarajevo",1992,Jean-Luc Godard,id_1568
Proba de microfon,1980,Mircea Daneliuc,id_1569
Secvente,1982,Alexandru Tatos,id_1570
A Place in the Sun,1951,George Stevens,id_1571
Smiles of a Summer Night,1952,Ingmar Bergman,id_1572
Blind,1987,Frederick Wiseman,id_1573
Cheese,,Mika Rottenberg,id_1574
Fish Tank,2009,Andrea Arnold,id_1575
"Red Balloon, The",1956,Albert Lamorisse,id_1576
"Room with a View, A",1985,James Ivory,id_1577
Smooth Talk,,Joyce Chopra,id_1578
Somewhere In Time,1980,Jeannot Szwarc,id_1579
Ben-Hur,1959,William Wyler,id_1580
"Thorn Birds, The",1983,Lee Stanley,id_1581
"Ugly, Dirty and Bad",1976,Ettore Scola,id_1582
Why Has Bodhi-Dharma Left for the East?: A Zen Fable,1989,Yong-Kyun Bae,id_1583
che cosa sono le nuvole?,1968,Pier Paolo Pasolini,id_1584
"Funeral Fest, Burial Lunch",1969,Matjaz Klopcic,id_1585
Heremias,2005,Lav Díaz,id_1586
Paradise Not Yet Lost,,Jonas Mekas,id_1587
Butch Cassidy and The Sundance Kid,1969,George Roy Hill,id_1588
"Princess Bride, The",1987,Rob Reiner,id_1589
Rabbit Proof Fence,2002,Phillip Noyce,id_1590
Space is the Place,1974,John Coney,id_1591
"Blonde in Love, A",1965,Milos Forman,id_1592
Szindbád,1972,Zoltán Huszárik,id_1593
Cyclo,1995,Tran Anh Hung,id_1594
"Story of Qiu Ju, The",1992,Zhang Yimou,id_1595
When We Were Kings,1996,Leon Gast,id_1596
Orlando,1992,Sally Potter,id_1597
Thelma & Louise,1991,Ridley Scott,id_1598
"Naked Island, The",1961,Shindo Kaneto ,id_1599
Padre padrone,1977,Paolo and Vittorio Taviani,id_1600
"Sporting Life, The",1963,Lindsay Anderson,id_1601
Ah Ying,,Allen Fong,id_1602
Fantomas,1913,Louis Feuillade,id_1603
Text of Light,1974,Stan Brakhage,id_1604
"Treasure of Sierra Madre, The",1947,John Huston,id_1605
Me and My Gal,1932,Raoul Walsh,id_1606
