movie,year,director,movie_id
"Rainmaker, The",1997,Francis Ford Coppola,id_2123
Sylvia Scarlett,1935,George Cukor,id_2124
"femme est une femme, Une",1961,Jean-Luc Godard,id_2125
Salaam Cinema,1995,Mohsen Makhmalbaf,id_2126
Two for the Road,1967,Stanley Donen,id_2127
Senso,1954,Luchino Visconti,id_2128
"Goddess, The",1934,Yonggang Wu,id_2129
Everyone Says I Love You,1996,Woody Allen,id_2130
Investigation of a Citizen Above Suspicion,1970,Elio Petri,id_2131
Our Nazi,1984,Robert Kramer,id_2132
Wundkanal,1984,Thomas Harlan,id_2133
Full Metal Jacket,1987,Stanley Kubrick,id_2134
"Sting, The",1973,George Roy Hill,id_2135
"Life and Times of Judge Roy Bean, The",1972,John Huston,id_2136
Texasville,1990,Peter Bogdanovich,id_2137
Titanic,1997,James Cameron,id_2138
Mamma Roma,1962,Pier Paolo Pasolini,id_2139
High School,1968,Frederick Wiseman,id_2140
Faits Divers,1983,Raymond Depardon,id_2141
Death of the Land of Encantos,2007,Lav Díaz,id_2142
Ask a Policeman,1939,Marcel Varnel,id_2143
Helpmates,1931,James Parrott,id_2144
Pink Flamingos,1972,John Waters,id_2145
White Zombie,1932,Victor Halperin,id_2146
Carlos,,Olivier Assayas,id_2147
"Serious Man, A",2009,Joel & Ethan Coen,id_2148
Bonjour Tristesse,1958,Otto Preminger,id_2149
Lonesome,1928,Pál Fejös,id_2150
Without Anesthesia,1978,Andrzej Wajda,id_2151
Death Proof,2007,Quentin Tarantino,id_2152
Reds,1981,Warren Beatty,id_2153
Level Five,1996,Chris Marker,id_2154
"Bride, The",1972,Hadzhakuli Narliev,id_2155
"Brother, The",1991,Bakhtiyar Khudoinazarov,id_2156
Yol,1982,Serif Gören/Yilmaz Güney,id_2157
Gandhi,1982,Richard Attenborough,id_2158
Sholay,1975,Ramesh Sippy,id_2159
Castro Street,1966,Bruce Baillie,id_2160
Juvenile Court,1973,Frederick Wiseman,id_2161
Mirror Animations,,Harry Smith,id_2162
Miracle of Morgan's Creek,1943,Preston Sturges,id_2163
Siddheshwari,1989,Mani Kaul,id_2164
Teesri Kasam,1966,Basu Bhattacharya,id_2165
Zidane: a 21st Century Portrait,2006,Philip Parreno/Douglas Gordon,id_2166
Birth of the Nation,1973,Klaus Wyborny,id_2167
Scenes from a City Life (Dushi Fengguang),,Yuan Muzhi,id_2168
Textism,,Hirabayashi Isamu,id_2169
"Little Girl Who Sold The Sun, The",1999,Djibril Diop Mambéty,id_2170
Plácido,1961,Luis García Berlanga,id_2171
"Chienne, La",1931,Jean Renoir,id_2172
Fortini/Cani,1976,Jean-Marie Straub/Danièle Huillet,id_2173
That Is The Dawn,1956,Luis Buñuel,id_2174
Himala,1983,Ishmael Bernal,id_2175
Nana,1926,Jean Renoir,id_2176
Sambizanga,1972,Sara Maldoror,id_2177
"Color of Love, The",1995,Peggy Ahwesh,id_2178
My Hustler,1965,Andy Warhol,id_2179
Super Dyke Meets Madam X,,Barbara Hammer/Max Almy,id_2180
Born in Flames,1983,Lizzie Borden,id_2181
Darwin's Nightmare,2004,Hubert Sauper,id_2182
Looking for Langston,1989,Isaac Julien,id_2183
Sweet Sweetback's Baadasssss Song,1971,Melvin van Peebles,id_2184
Frozen River,2008,Courtney Hunt,id_2185
Little Dieter Needs to Fly,1997,Werner Herzog,id_2186
Wendy and Lucy,2008,Kelly Reichardt,id_2187
Malcolm X,1992,Spike Lee,id_2188
Clash by Night,1952,Fritz Lang,id_2189
Shanghai Express,1932,Josef von Sternberg,id_2190
Angel,1937,Ernst Lubitsch,id_2191
"Assomoir, L'",1917,Albert Capellani,id_2192
From Saturday to Sunday,1931,Gustav Machaty,id_2193
"Mothering Heart, The",1913,D.W. Griffith,id_2194
Not Wanted,1949,Ida Lupino,id_2195
Pursued,1947,Raoul Walsh,id_2196
Whirlpool,1950,Otto Preminger,id_2197
Soft Fiction,1979,Chick Strand,id_2198
Anthem,,Apichatpong Weerasethakul,id_2199
"Wedding Suit, The",1976,Abbas Kiarostami,id_2200
I'm Alright Jack,1959,John Boulting,id_2201
Never Give a Sucker an Even Break,1941,Edward F Cline,id_2202
Oliver,1968,Lionel Bart,id_2203
Six Degrees of Separation,1993,Fred Schepisi,id_2204
"Navigator, The",1924,Buster Keaton,id_2205
Street of Crocodiles,,Quay Brothers,id_2206
"Three Crowns of the Sailor, The",1983,Raúl Ruiz,id_2207
Manhunter,1986,Michael Mann,id_2208
Alice Doesn't Live Here Anymore,1974,Martin Scorsese,id_2209
Entr'acte,1924,René Clair,id_2210
Mother Kusters Goes to Heaven,1975,Rainer Werner Fassbinder,id_2211
"Ricotta, La",1963,Pier Paolo Pasolini,id_2212
Stealing Beauty,,Guy Ben-Ner,id_2213
Cuadecuc-Vampir,1970,Pere Portabella,id_2214
Ivan,1932,Aleksandr Dovzhenko,id_2215
"Ronde, La",1950,Max Ophüls,id_2216
Tuning the Instruments,,Jerzy Kucia,id_2217
"Water Carrier has Died, The",1977,Salah Abu Seif,id_2218
Quei loro incontri,2006,Jean-Marie Straub/Danièle Huillet,id_2219
Being John Malkovich,1999,Charlie Kaufman/Spike Jonze,id_2220
"Diving Bell and the Butterfly, The",2007,Julian Schnabel,id_2221
Christmas on Earth,1963,Barbara Rubin,id_2222
Crossroads,1976,Bruce Conner,id_2223
Electrocuting an Elephant,1903,Thomas Edison,id_2224
Heart of Glass,1976,Werner Herzog,id_2225
Jaguar,1967,Jean Rouch,id_2226
Valentin de las Sierras,1967,Bruce Baillie,id_2227
I Think They Call Him John,1964,John Krish,id_2228
Rain,1929,Joris Ivens,id_2229
Review 36th Year No.5,,Uncredited,id_2230
"Shetland Experience, The",1977,Derek Williams,id_2231
Turksib,1929,Victor Turin,id_2232
It's Always Fair Weather,1955,Stanley Donen/Gene Kelly,id_2233
Nothing Sacred,1937,William A Wellman,id_2234
Before I Forget,2007,Jacques Nolot,id_2235
My Little Loves,1975,Jean Eustache,id_2236
"Long Voyage Home, The",1940,John Ford,id_2237
Broadway Danny Rose,1984,Woody Allen,id_2238
Meantime,1983,Mike Leigh,id_2239
Sorcerer,1977,William Friedkin,id_2240
"Super Cops, The",1973,Gordon Parks,id_2241
Brown Bunny,2003,Vincent Gallo,id_2242
Gloria,1980,John Cassavetes,id_2243
Julien Donkey Boy,1999,Harmony Korine,id_2244
"Married Couple, A",1969,Allan King,id_2245
"Moment of Truth, The",1965,Francesco Rosi,id_2246
Saturday Night Fever,1977,John Badham,id_2247
Taxi Zum Klo,1981,Frank Ripploh,id_2248
"Apple, The",1997,Samira Makhmalbaf,id_2249
"The Lord of the Rings: Fellowship of the Ring, The (Theatrical version)",2001,Peter Jackson,id_2250
Daisy Kenyon,1947,Otto Preminger,id_2251
Rome Rather Than You,2006,Tariq Teguia,id_2252
Stars in Broad Daylight,1988,Oussama Mohammed,id_2253
Viva Didou!,1971,Mohamed Zinet,id_2254
Exodus,1997,Steve McQueen,id_2255
Petition,,Zhao Liang,id_2256
Boat Leaving the Port,1895,Louis et Auguste Lumière,id_2257
Ulysses' Gaze,1995,Theodoros Angelopoulos,id_2258
After the Wedding,2006,Susan Brier,id_2259
Bahia of All The Saints,,Jana Bokova,id_2260
Bovine,,Emmanuel Gras,id_2261
"Gates, The",2006,Albert Maylses,id_2262
Paris Is Burning,,Jennie Livingstone,id_2263
Radiant Child,,Tamra Davis,id_2264
Teza,2008,Haile Gerima,id_2265
Banana Paradise,1989,Tung Wang,id_2266
Ferocious Saint Lord of the Gobi,2000,I. Nyamgavaa,id_2267
"Line of Destiny, The",1956,Lester James Peries,id_2268
Man of the Story,1996,Adoor Gopalakrishnan,id_2269
Au clair de la lune,1983,André Forcier,id_2270
Bullet in the Head,1990,John Woo,id_2271
Four Friends,1981,Arthur Penn,id_2272
Once Upon a Time in China (II),1992,Tsui Hark,id_2273
Police Story,1985,Jackie Chan,id_2274
Siberiade,1979,Andrei Konchalovsky,id_2275
"Smell of Camphor, Fragrance of Jasmine",2000,Bahman Farmanara,id_2276
Man of Straw,1951,Wolfgang Staudte,id_2277
East of Eden,1955,Elia Kazan,id_2278
Lust Caution,2007,Ang Lee,id_2279
"Wind that Shakes the Barley, The",2006,Ken Loach,id_2280
Babel,2006,Alejandro González Iñárritu,id_2281
Seven Beauties,1975,Lina Wertmüller,id_2282
Assunta Spina,1914,Francesca Bertini,id_2283
Letters from Iwo Jima,2006,Clint Eastwood,id_2284
Notre Music,2004,Jean-Luc Godard,id_2285
Even the Dwarves Started Small,1970,Werner Herzog,id_2286
A Valparaíso,1963,Joris Ivens,id_2287
"Mujer del Puerto, La",1933,Arcady Boytler,id_2288
"Soldiers, The",1963,Jean-Luc Godard,id_2289
Kwaidan,1964,Kobayashi Masaki,id_2290
Suspiria,1977,Dario Argento,id_2291
Animals Are Beautiful People,1974,Jamie Uys,id_2292
"Argentinian Lesson, The",,Wojciech Staron,id_2293
"Edge of Dreaming, The",,Amy Hardie,id_2294
Fela Kuti,,Green Grin,id_2295
La vida loca,2008,Christian Paved,id_2296
Mein Liebster Feind,1999,Klaus Kinski,id_2297
Sex Pistols -The Filth and The Fury,1999,Julien Temple,id_2298
"Chapman Report, The",1962,George Cukor,id_2299
Lumière d'été,1942,Jean Grémillon,id_2300
"Milk of Human Kindness, The",2001,Dominique Cabrera,id_2301
Minnie,1950,Jacqueline Audry,id_2302
Rebecca,1940,Alfred Hitchcock,id_2303
Three Rooms in Manhattan,1964,Marcel Carné,id_2304
American Beauty,1999,Sam Mendes,id_2305
"Fistful of Dollars, A",1964,Sergio Leone,id_2306
Dil Se…,1998,Mani Ratnam,id_2307
Giants and Toys,1958,Yasuzo Masumura,id_2308
Morvern Callar,2001,Lynne Ramsay,id_2309
Scum,1979,Alan Clarke,id_2310
"Angelic Conversation, The",1985,Derek Jarman,id_2311
Dresden Dynamo,1971,Lis Rhodes,id_2312
Fate,1994,Fred Kelemen,id_2313
Golden Eighties,1986,Chantal Akerman,id_2314
"Nutty Professor, The",1963,Jerry Lewis,id_2315
Theatre of Blood,1973,Douglas Hickox,id_2316
Niki and Flo,2003,Lucian Pintilie,id_2317
"Severe Young Man, A",1936,Abram Room,id_2318
Confidential Report,1955,Orson Welles,id_2319
"Je vous salue, Marie",1984,Jean-Luc Godard,id_2320
Killer Elite,1975,Sam Peckinpah,id_2321
Mother,2009,Bong Joon-ho,id_2322
Nine Muses,2010,John Akomfrah,id_2323
My Brilliant Career,1979,Gillian Armstrong,id_2324
Love Torn in a Dream,2000,Raúl Ruiz,id_2325
Mother Joan of the Angels,1961,Jerzy Kawalerowicz,id_2326
Communion,1989,Philippe Mora,id_2327
Maborosi,1995,Koreeda Hirokazu,id_2328
"Messenger: the Story of Joan of Arc, The",1999,Luc Besson,id_2329
Pirates of the Caribbean III: At World's End,2007,Gore Verbinski,id_2330
Sir Henry at Rawlinson End,1980,Steve Robert,id_2331
"Big Country, The",1958,William Wyler,id_2332
Petulia,1968,Richard Lester,id_2333
Private Life of Sherlock Holmes,1970,Billy Wilder,id_2334
Blackmail,1929,Alfred Hitchcock,id_2335
Mädchen in Uniform,1931,Leontine Sagan/Carl Froelich,id_2336
Tout est Pardonné,2007,Mia Hansen-Løve,id_2337
Cyrano de Bergerac,1990,Jean-Paul Rappeaneau,id_2338
Up,2009,Pete Docter/Bob Peterson,id_2339
Films of Nathaniel Dorsky,,Nathaniel Dorsky,id_2340
Atomic Café,1982,Jayne Loader/Kevin Rafferty/Pierce Rafferty ,id_2341
Palomita Blanca,1993,Raúl Ruiz,id_2342
Scarface,1932,Howard Hawks,id_2343
Babe,1995,Chris Noonan,id_2344
Jingi no hakaba,1975,Fukasaku Kinji,id_2345
"Left Handed Gun, The",1958,Arthur Penn,id_2346
Norma Rae,1979,Martin Ritt,id_2347
Turks Fruit,1973,Paul Verhoeven,id_2348
Lunacy,2005,Jan Svankmajer,id_2349
Night of the Bride,1967,Karel Kachyna,id_2350
"Unbearable Lightness of Being, The",1987,Philip Kaufman,id_2351
Quixote,1964,Bruce Baillie,id_2352
Out 1: Spectre,1973,Jacques Rivette,id_2353
New Rose Hotel,1998,Abel Ferrara,id_2354
Wife,1953,Naruse Mikio,id_2355
"Brood, The",1979,David Cronenberg,id_2356
Mademoiselle,1966,Tony Richardson,id_2357
My Little Chickadee,1940,Edward F Cline,id_2358
Nicht löschbares Feuer,1968,Harun Farocki,id_2359
Trouble Every Day,2001,Claire Denis,id_2360
"Gay Divorce, The",1934,Mark Sandrich,id_2361
Howards End,1992,James Ivory,id_2362
Stolen Kisses,1968,François Truffaut,id_2363
Afterschool,2008,Antonio Campos,id_2364
"Class, The",2008,Laurent Cantet,id_2365
"Extraordinary Study in Human Degradation, An",,Patrik Eriksson,id_2366
Raven's End,1963,Bo Widerberg,id_2367
"Dependent, The",,Leonardo Favio,id_2368
Election,1999,Alexander Payne,id_2369
Rio 40 Graus,1955,Nelson Pereira dos Santos,id_2370
Buud Yam,1996,Gaston Kaboré,id_2371
"Saragossa Manuscript, The",1965,Wojciech Has,id_2372
T G Psychic Rally in Heaven,1981,Derek Jarman,id_2373
10 minutes later,1978,Herz Frank,id_2374
Allures,1960,Jordan Belson,id_2375
Pray the Devil Back to Hell,2008,Gini Reticker,id_2376
Salome,1923,Alla Nazimova,id_2377
Visions of Meditation,,Stan Brakhage,id_2378
Camera Buff,1979,Krzysztof Kieslowski,id_2379
Chunhyangdyun,2000,Im Kwon-taek ,id_2380
"Marriage Circle, The",1923,Ernst Lubitsch,id_2381
"nous la liberté, A",1931,René Clair,id_2382
Bob & Carol & Ted & Alice,1969,Paul Mazursky,id_2383
Dillinger Is Dead,1968,Marco Ferreri,id_2384
Love in the Afternoon,1979,Eric Rohmer,id_2385
"Girl on the Bridge, The",1998,Patrice Leconte,id_2386
"Sweet Hereafter, The",1997,Atom Egoyan,id_2387
"berceau de cristal, Le",1975,Philippe Garrel,id_2388
Still Life,1974,Sohrab Shahid Saless,id_2389
"Bad News Bears, The",1976,Michael Ritchie,id_2390
Carrie,1976,Brian de Palma,id_2391
"Great Escape, The",1963,John Sturges,id_2392
Pretty Maids All in a Row,1971,Roger Vadim,id_2393
Rolling Thunder,1997,John Flynn,id_2394
Being There,1979,Hal Ashby,id_2395
Frenzy,1972,Alfred Hitchcock,id_2396
Csontváry,1979,Zoltán Huszárik,id_2397
Cosmopolis,,David Cronenberg,id_2398
Fires on the Plain,1959,Kon Ichikawa,id_2399
Capitalism: Slavery,,Ken Jacobs,id_2400
Dots,1940,Norman McLaren,id_2401
Please Say Something ,2009,David O'Reilly,id_2402
Powers of Ten,1968,Charles/Ray Earnes,id_2403
Revolver,1994,"Jonas Odell, Stig Bergkvist, Marti Ekstrand, Lars Olsson",id_2404
"Sinking of the Lusitania, The",1918,Winsor McCay,id_2405
Tango,1980,Zbigniew Rybczynski,id_2406
Oki's Movie,2010,Hong Sangsoo,id_2407
"Goto, Island of Love",1968,Walerian Borowczyk,id_2408
"City of Lost Children, The",1995,Marc Caro/Jean-Pierre Jeunet,id_2409
Let the Right One In,2008,Tomas Alfredson,id_2410
Repo Man,1983,Alex Cox,id_2411
Sexy Beast,2000,Jonathan Glazer,id_2412
Solaris,2002,Steven Soderbergh,id_2413
"Three Burials of Melquiades Estrada, The",2005,Tommy Lee Jones,id_2414
"Winter's Bone, The",2010,Debra Granik,id_2415
Fat City,1972,John Huston,id_2416
You Only Live Once,1937,Fritz Lang,id_2417
"Short Film About Love, A",1988,Krzysztof Kieslowski,id_2418
Behind the Green Door,1972,Artie Mitchell/Jim Mitchell,id_2419
Boardinghouse,1984,John Wintergate,id_2420
Drunken Master II,1994,Kar-leung Lau,id_2421
Emperor of the North,1973,Robert Aldrich,id_2422
"Naked Prey, The",1965,Cornel Wilde,id_2423
"Wanderers, The",1979,Philip Kaufman,id_2424
"Japanese Village, A",1982,Ogawa Shinsuke,id_2425
Petit a petit,1971,Jean Rouch,id_2426
Recordações da Casa Amarela,1989,João César Monteiro,id_2427
"Rendez-vous du diable, Les",1959,Haroun Tazieff,id_2428
"Route One, USA",,Robert Kramer,id_2429
Cops,1922,Buster Keaton,id_2430
Esther,1986,Amos Gitai,id_2431
"Flicker, The",1966,Tony Conrad,id_2432
Guns of the Trees,1961,Jonas Mekas,id_2433
Side/Walk/Shuttle,,Ernie Gehr,id_2434
Toute la mémoire du monde,,Alain Resnais,id_2435
Aerial,1974,Margaret Tait,id_2436
Pitcher of Colored Light,2007,Robert Beavers,id_2437
Ukuaru,,Leida Laius,id_2438
Hold Me While I'm Naked,1966,George Kuchar,id_2439
Bresson's entire oeuvre,,Robert Bresson,id_2440
"America, America",1963,Elia Kazan,id_2441
At Land,1944,Maya Deren,id_2442
"Pig, The",1970,Jean Eustache/Jean-Michel Barjol,id_2443
Easy Out,,Pat O'Neill,id_2444
Consolation Service,1999,Eija Llisa Ahtilla,id_2445
"Garden, The",1990,Derek Jarman,id_2446
Johanna D'Arc of Mongolia,1989,Ulrike Ottinger,id_2447
Light Reading,1979,Lis Rhodes,id_2448
"Present, The",,Eija Liisa Ahtilla,id_2449
Vendredi Soir,2002,Claire Denis,id_2450
Last Train Home,2009,Lixin Fan,id_2451
And There Was Light,1989,Otar Iosseliani,id_2452
Breakdown,1997,Jonathan Mostow,id_2453
"Mad Songs of Fernanda Hussein, The",2001,John Gianvito,id_2454
"Reckless Moment, The",1949,Max Ophüls,id_2455
Antichrist,2009,Lars von Trier,id_2456
"Passage to India, A",1984,David Lean,id_2457
"Bohemian Life, The",1992,Aki Kaurismaki,id_2458
Medea,1970,Pier Paolo Pasolini,id_2459
"Choses de la Vie, Les/Little Things in Life, The",1970,Claude Sautet,id_2460
"Difficult Life, A",1961,Dino Risi,id_2461
Holiday,1938,George Cukor,id_2462
"Caça, A",1963,Manoel de Oliveira,id_2463
Ossos,1997,Pedro Costa,id_2464
"Sound of the Mountain, The",1954,Naruse Mikio,id_2465
Rocky III,1982,Sylvester Stallone,id_2466
"Dirty Story, A",1977,Jean Eustache,id_2467
Nausicaa of the Valley of the Wind,1984,Miyazaki Hayao,id_2468
Three Years Without God,1977,Mario O'Hara,id_2469
Maqbool,2004,Vishal Bharadwaj,id_2470
"King In New York, A",1957,Charles Chaplin,id_2471
"Inmortal Story, The",1968,Orson Welles,id_2472
JLG: Self-Portrait in December,,Jean-Luc Godard,id_2473
Mishima: A Life in Four Chapters,1985,Paul Schrader,id_2474
Rabbit's Moon,1950,Kenneth Anger,id_2475
"What's Opera, Doc?",,Chuck Jones,id_2476
Blow Out,1981,Brian De Palma,id_2477
Dead or Alive 2: Birds,2000,Miike Takashi,id_2478
Hotel des Ameriques,1981,Andre Techine,id_2479
Modern Romance,1981,Albert Brooks,id_2480
Red Viburnum,1974,Vasili Shukshin,id_2481
Robocop,1987,Paul Verhoeven,id_2482
City of Life and Death,2009,Lu Chuan,id_2483
Gallivant,1996,Andrew Kotting,id_2484
Beyond a Reasonable Doubt,1956,Fritz Lang,id_2485
Countess from Hong Kong,1966,Charles Chaplin,id_2486
Ditch,,Wang Bing,id_2487
"Vampires of Poverty, The",1978,Carlos Mayolo/Luis Ospina,id_2488
Whisky,2004,Pablo Stoll/Juan Pablo Rebella,id_2489
"Honeymoon Killers, The",1969,Leonard Kastle,id_2490
Shortbus,2006,John Cameron Mitchell,id_2491
Arme Leute,1963,Vlado Kristi,id_2492
Geschichte der Nacht,1978,Clemens Klopfenstein,id_2493
"Little Richard Story, The",1980,William Klein,id_2494
Margaret,2008,Kenneth Lonergan,id_2495
"Devil's Backbone, The",2001,Guillermo del Toro,id_2496
Donkey Skin,1970,Jacques Demy,id_2497
"African Queen, The",1951,John Huston,id_2498
Bridge on the River Kwai,,David Lean,id_2499
Children of Men,2006,Alfonso Cuarón,id_2500
Dead Poets Society,1989,Peter Weir,id_2501
"Year of Living Dangerously, The",1982,Peter Weir,id_2502
Work done,,Robert Beavers,id_2503
I was Nineteen,1968,Konrad Wolf,id_2504
Haxan: Witchcraft Through the Ages,1922,Benjamin Christensen,id_2505
"Phantom Carriage, The",1921,Victor Sjöström,id_2506
Effie Briest,1974,Rainer Werner Fassbinder,id_2507
Night and Fog in Japan,1960,Nagisa Oshima,id_2508
Rise of the Planet of the Apes,2011,Rupert Wyatt,id_2509
"Tarnished Angels, The",1957,Douglas Sirk,id_2510
On the Town,1949,Stanley Donen/Gene Kelly,id_2511
"Last Temptation of Christ, The",1988,Martin Scorsese,id_2512
Shaun of the Dead,2004,Edgar Wright,id_2513
Romance,1999,Catherine Breillat,id_2514
"Society of the Spectacle, The",1973,Guy Debord,id_2515
Flowing,1956,Naruse Mikio,id_2516
"Hanoi, Tuesday 13th",1967,Santiago Álvarez,id_2517
"Last of the Mohicans, The",1992,Michael Mann,id_2518
"American Werewolf in London, An",1981,John Landis,id_2519
Dames,1934,Busby Berkeley,id_2520
Auf dem Weg,,Peter Schreiner,id_2521
"Laughing Man, The",1967,Walter Heynowski/Gerhard Scheumann,id_2522
Louisa,,Valentin Vaala,id_2523
Malerei heute,,Anja-Christin Remmert/Stefan Hayn,id_2524
"Three, Two, One",1975,Lino Brocka,id_2525
Torre Bela,1975,Thomas Harlan,id_2526
Tse,2010,Roee Rosen,id_2527
Walter Defends Sarajevo,,Hajrudin Krvavac,id_2528
Anemic Cinema,1926,Marcel Duchamp,id_2529
Lost Lost Lost,1975,Jonas Mekas,id_2530
One Way Boogie Woogie/27 Years Later,2005,James Benning,id_2531
Big Time Gambling Boss,1968,Kosaku Yamashita,id_2532
Children of the Beehive,1948,Shimizu Hiroshi,id_2533
"Long Absence, The",1961,Henri Colpi,id_2534
Red Peony Gambler: Oryu's Return,1970,Tai Kat,id_2535
Dreams of Hind and Camilia,1988,Mohammed Khan,id_2536
"Heart is Deceitful Above All Things, The",2004,Asia Argento,id_2537
"Lacemaker, The",1977,Claude Goretta,id_2538
Life is Sweet,1990,Mike Leigh,id_2539
"Herd, The",1978,Yilmaz Güney,id_2540
"River Called Titas, A",1973,Ritwik Ghatak,id_2541
Casting a Glance,2007,James Benning,id_2542
Iodo,1977,Kim Ki-young,id_2543
Red Beard,1965,Akira Kurosawa,id_2544
Puzzle of a Downfall Child,1970,Jerry Schatzberg,id_2545
Ménilmontant,1926,Dimitri Kirsanoff,id_2546
Scattered Clouds a.k.a. Two In The Shadow,1967,Naruse Mikio,id_2547
True Romance,1993,Tony Scott,id_2548
Carlito's Way,1993,Brian De Palma,id_2549
Anchorman,2004,Adam McKay,id_2550
Ivan the Terrible II,1958,Sergei M Eisenstein,id_2551
Fingers,1977,James Toback,id_2552
3.10 to Yuma,1957,Delmer Daves,id_2553
Dune,1984,David Lynch,id_2554
Fountainhead,1948,King Vidor,id_2555
"Great Sacrifice, The",1944,Veit Harlan,id_2556
Hitman,2007,Xavier Gens,id_2557
Nightmare Alley,1947,Edmund Goulding,id_2558
Noi Vivi,1942,Goffredo Alessandrini,id_2559
On Dangerous Ground,1951,Nicholas Ray,id_2560
Notes Towards an African Orestes,1970,Pier Paolo Pasolini,id_2561
Hamlet,1948,Laurence Olivier,id_2562
"Lovers, The",1958,Louis Malle,id_2563
