movie,year,director,movie_link,total_score,critic_score,director_score,french_voters_score
Viva Didou!,1971.0,Mohamed Zinet,https://www.bfi.org.uk/films-tv-people/4ce2b7764d9df,1,1.0,,
Exodus,1997.0,Steve McQueen,https://www.bfi.org.uk/films-tv-people/4ce2b8ddb90e4,1,1.0,,
Boat Leaving the Port,1895.0,Louis et Auguste Lumière,https://www.bfi.org.uk/films-tv-people/4ce2b7ea444c3,1,,1.0,
Ulysses' Gaze,1995.0,Theodoros Angelopoulos,https://www.bfi.org.uk/films-tv-people/4ce2b7d473178,1,1.0,,
After the Wedding,2006.0,Susan Brier,https://www.bfi.org.uk/films-tv-people/4ce2b8bc3f650,1,,1.0,
"Gates, The",2006.0,Albert Maylses,https://www.bfi.org.uk/films-tv-people/4ce2b8c2c0ce9,1,,1.0,
Teza,2008.0,Haile Gerima,https://www.bfi.org.uk/films-tv-people/4ce2b8cd84dc0,2,1.0,1.0,
Banana Paradise,1989.0,Tung Wang,https://www.bfi.org.uk/films-tv-people/4ce2b7e3d75cf,1,1.0,,
Ferocious Saint Lord of the Gobi,2000.0,I. Nyamgavaa,https://www.bfi.org.uk/films-tv-people/4ce2b83fb4c0d,1,1.0,,
"Line of Destiny, The",1956.0,Lester James Peries,https://www.bfi.org.uk/films-tv-people/4ce2b6b42191f,1,1.0,,
Man of the Story,1996.0,Adoor Gopalakrishnan,https://www.bfi.org.uk/films-tv-people/4ce2b7f2a14be,1,1.0,,
Au clair de la lune,1983.0,André Forcier,https://www.bfi.org.uk/films-tv-people/4ce2b6ef9dde7,1,1.0,,
Bullet in the Head,1990.0,John Woo,https://www.bfi.org.uk/films-tv-people/4ce2b7ab0effa,1,1.0,,
Four Friends,1981.0,Arthur Penn,https://www.bfi.org.uk/films-tv-people/4ce2b6947702f,1,1.0,,
Once Upon a Time in China (II),1992.0,Tsui Hark,https://www.bfi.org.uk/films-tv-people/4ce2b7be41721,1,1.0,,
Police Story,1985.0,Jackie Chan,https://www.bfi.org.uk/films-tv-people/4ce2b7319a325,2,2.0,,
Siberiade,1979.0,Andrei Konchalovsky,https://www.bfi.org.uk/films-tv-people/4ce2b76b642d8,1,1.0,,
"Smell of Camphor, Fragrance of Jasmine",2000.0,Bahman Farmanara,https://www.bfi.org.uk/films-tv-people/4ce2b8517ba97,1,1.0,,
Man of Straw,1951.0,Wolfgang Staudte,https://www.bfi.org.uk/films-tv-people/4ce2b7818feea,1,1.0,,
East of Eden,1955.0,Elia Kazan,https://www.bfi.org.uk/films-tv-people/4ce2b6a95ae0f,3,1.0,2.0,
Lust Caution,2007.0,Ang Lee,https://www.bfi.org.uk/films-tv-people/4ce2b8c5290a9,1,,1.0,
"Wind that Shakes the Barley, The",2006.0,Ken Loach,https://www.bfi.org.uk/films-tv-people/4ce2b8b083987,1,,1.0,
Babel,2006.0,Alejandro González Iñárritu,https://www.bfi.org.uk/films-tv-people/4ce2b8b181e2e,1,,1.0,
Seven Beauties,1975.0,Lina Wertmüller,https://www.bfi.org.uk/films-tv-people/4ce2b6b2aaebf,1,,1.0,
Assunta Spina,1914.0,Francesca Bertini,https://www.bfi.org.uk/films-tv-people/4ce2b6ef0c801,1,1.0,,
Letters from Iwo Jima,2006.0,Clint Eastwood,https://www.bfi.org.uk/films-tv-people/4ce2b8bf4bf6f,1,1.0,,
Notre Music,2004.0,Jean-Luc Godard,https://www.bfi.org.uk/films-tv-people/4ce2b8a68ae93,1,1.0,,
Even the Dwarves Started Small,1970.0,Werner Herzog,https://www.bfi.org.uk/films-tv-people/4ce2b6a4479c3,2,1.0,1.0,
A Valparaíso,1963.0,Joris Ivens,https://www.bfi.org.uk/films-tv-people/4ce2b6a36c8ca,1,,1.0,
"Mujer del Puerto, La",1933.0,Arcady Boytler,https://www.bfi.org.uk/films-tv-people/4ce2b82bde144,1,,1.0,
"Soldiers, The",1963.0,Jean-Luc Godard,https://www.bfi.org.uk/films-tv-people/4ce2b6a7241be,1,,1.0,
Kwaidan,1964.0,Kobayashi Masaki,https://www.bfi.org.uk/films-tv-people/4ce2b6ae56e7c,2,1.0,1.0,
Suspiria,1977.0,Dario Argento,https://www.bfi.org.uk/films-tv-people/4ce2b6956104b,3,3.0,,
Animals Are Beautiful People,1974.0,Jamie Uys,https://www.bfi.org.uk/films-tv-people/4ce2b6a4d9b44,1,,1.0,
La vida loca,2008.0,Christian Paved,https://www.bfi.org.uk/films-tv-people/4ce2b8db2f9db,1,,1.0,
Mein Liebster Feind,1999.0,Klaus Kinski,https://www.bfi.org.uk/films-tv-people/4ce2b82ba14f0,1,,1.0,
Sex Pistols -The Filth and The Fury,1999.0,Julien Temple,https://www.bfi.org.uk/films-tv-people/4ce2b83ea7975,1,,1.0,
"Chapman Report, The",1962.0,George Cukor,https://www.bfi.org.uk/films-tv-people/4ce2b6a7632ec,1,1.0,,1.0
Lumière d'été,1942.0,Jean Grémillon,https://www.bfi.org.uk/films-tv-people/4ce2b6af628f9,1,1.0,,1.0
"Milk of Human Kindness, The",2001.0,Dominique Cabrera,https://www.bfi.org.uk/films-tv-people/4ce2b84e24d6c,1,1.0,,1.0
Minnie,1950.0,Jacqueline Audry,https://www.bfi.org.uk/films-tv-people/4ce2b6ad18b56,1,1.0,,1.0
Rebecca,1940.0,Alfred Hitchcock,https://www.bfi.org.uk/films-tv-people/4ce2b6b40237d,1,1.0,,1.0
Three Rooms in Manhattan,1964.0,Marcel Carné,https://www.bfi.org.uk/films-tv-people/4ce2b6b90373c,1,1.0,,1.0
American Beauty,1999.0,Sam Mendes,https://www.bfi.org.uk/films-tv-people/4ce2b818df23a,2,,2.0,
"Fistful of Dollars, A",1964.0,Sergio Leone,https://www.bfi.org.uk/films-tv-people/4ce2b6b2e169c,1,,1.0,
Dil Se…,1998.0,Mani Ratnam,https://www.bfi.org.uk/films-tv-people/4ce2b81877b71,1,1.0,,
Giants and Toys,1958.0,Yasuzo Masumura,https://www.bfi.org.uk/films-tv-people/4ce2b6ae58036,1,1.0,,
Morvern Callar,2001.0,Lynne Ramsay,https://www.bfi.org.uk/films-tv-people/4ce2b85c21a8d,1,1.0,,
Scum,1979.0,Alan Clarke,https://www.bfi.org.uk/films-tv-people/4ce2b768172c9,1,1.0,,
"Angelic Conversation, The",1985.0,Derek Jarman,https://www.bfi.org.uk/films-tv-people/4ce2b69a67807,1,1.0,,
Dresden Dynamo,1971.0,Lis Rhodes,https://www.bfi.org.uk/films-tv-people/4ce2b6d992c56,1,1.0,,
Fate,1994.0,Fred Kelemen,https://www.bfi.org.uk/films-tv-people/4ce2b7dc96165,1,1.0,,
Golden Eighties,1986.0,Chantal Akerman,https://www.bfi.org.uk/films-tv-people/4ce2b7c73da10,1,1.0,,
"Nutty Professor, The",1963.0,Jerry Lewis,https://www.bfi.org.uk/films-tv-people/4ce2b6b1d0603,1,1.0,,
Theatre of Blood,1973.0,Douglas Hickox,https://www.bfi.org.uk/films-tv-people/4ce2b6b808b4c,1,,1.0,
Niki and Flo,2003.0,Lucian Pintilie,https://www.bfi.org.uk/films-tv-people/4ce2b895ca0fb,1,1.0,,
"Severe Young Man, A",1936.0,Abram Room,https://www.bfi.org.uk/films-tv-people/4ce2b84e8c022,1,1.0,,
Confidential Report,1955.0,Orson Welles,https://www.bfi.org.uk/films-tv-people/4ce2b6be9f11b,1,,1.0,
"Je vous salue, Marie",1984.0,Jean-Luc Godard,https://www.bfi.org.uk/films-tv-people/4ce2b6e31ab8c,1,,1.0,
Killer Elite,1975.0,Sam Peckinpah,https://www.bfi.org.uk/films-tv-people/4ce2b6ae0e6c7,1,,1.0,
Mother,2009.0,Bong Joon-ho,https://www.bfi.org.uk/films-tv-people/4ce2b8d5951fb,1,1.0,,
Nine Muses,2010.0,John Akomfrah,https://www.bfi.org.uk/films-tv-people/4ce2b8e0341cb,1,1.0,,
My Brilliant Career,1979.0,Gillian Armstrong,https://www.bfi.org.uk/films-tv-people/4ce2b6beb2f3c,1,,1.0,
Love Torn in a Dream,2000.0,Raúl Ruiz,https://www.bfi.org.uk/films-tv-people/4ce2b842680d9,1,,1.0,
Mother Joan of the Angels,1961.0,Jerzy Kawalerowicz,https://www.bfi.org.uk/films-tv-people/4ce2b6b01ff1a,2,1.0,1.0,
Communion,1989.0,Philippe Mora,https://www.bfi.org.uk/films-tv-people/4ce2b79d94ab6,1,1.0,,
Maborosi,1995.0,Koreeda Hirokazu,https://www.bfi.org.uk/films-tv-people/4ce2b7ebdb4d6,1,1.0,,
"Messenger: the Story of Joan of Arc, The",1999.0,Luc Besson,https://www.bfi.org.uk/films-tv-people/4ce2b814c21cb,1,1.0,,
Pirates of the Caribbean III: At World's End,2007.0,Gore Verbinski,https://www.bfi.org.uk/films-tv-people/4ce2b8b2c6bb3,1,1.0,,
Sir Henry at Rawlinson End,1980.0,Steve Robert,https://www.bfi.org.uk/films-tv-people/4ce2b6bf37864,1,1.0,,
"Big Country, The",1958.0,William Wyler,https://www.bfi.org.uk/films-tv-people/4ce2b6a50ee74,1,1.0,,
Petulia,1968.0,Richard Lester,https://www.bfi.org.uk/films-tv-people/4ce2b6b2eb25c,1,1.0,,
Private Life of Sherlock Holmes,1970.0,Billy Wilder,https://www.bfi.org.uk/films-tv-people/4ce2b6b38a747,1,1.0,,
Blackmail,1929.0,Alfred Hitchcock,https://www.bfi.org.uk/films-tv-people/4ce2b6a55273b,1,1.0,,
Mädchen in Uniform,1931.0,Leontine Sagan/Carl Froelich,https://www.bfi.org.uk/films-tv-people/4ce2b6af7d212,1,1.0,,
Tout est Pardonné,2007.0,Mia Hansen-Løve,https://www.bfi.org.uk/films-tv-people/4ce2b8c37c8c9,1,1.0,,
Cyrano de Bergerac,1990.0,Jean-Paul Rappeaneau,https://www.bfi.org.uk/films-tv-people/4ce2b794734f2,1,1.0,,
Up,2009.0,Pete Docter/Bob Peterson,https://www.bfi.org.uk/films-tv-people/4ce2b8c558855,2,1.0,1.0,
Atomic Café,1982.0,Jayne Loader/Kevin Rafferty/Pierce Rafferty ,https://www.bfi.org.uk/films-tv-people/4ce2b6ef58af6,2,1.0,1.0,
Palomita Blanca,1993.0,Raúl Ruiz,https://www.bfi.org.uk/films-tv-people/4ce2b7c751e79,1,1.0,,
Scarface,1932.0,Howard Hawks,https://www.bfi.org.uk/films-tv-people/4ce2b6b523375,1,1.0,,
Babe,1995.0,Chris Noonan,https://www.bfi.org.uk/films-tv-people/4ce2b7dc58beb,1,,1.0,
Jingi no hakaba,1975.0,Fukasaku Kinji,https://www.bfi.org.uk/films-tv-people/4ce2b7319ac14,1,,1.0,
"Left Handed Gun, The",1958.0,Arthur Penn,https://www.bfi.org.uk/films-tv-people/4ce2b6aeade85,1,,1.0,
Norma Rae,1979.0,Martin Ritt,https://www.bfi.org.uk/films-tv-people/4ce2b6bec8c2e,1,,1.0,
Turks Fruit,1973.0,Paul Verhoeven,https://www.bfi.org.uk/films-tv-people/4ce2b6b923c5c,1,,1.0,
Lunacy,2005.0,Jan Svankmajer,https://www.bfi.org.uk/films-tv-people/4ce2b8c2a5ea9,1,1.0,,
Night of the Bride,1967.0,Karel Kachyna,https://www.bfi.org.uk/films-tv-people/4ce2b6b19e9f0,1,1.0,,
"Unbearable Lightness of Being, The",1987.0,Philip Kaufman,https://www.bfi.org.uk/films-tv-people/4ce2b77fa007b,1,1.0,,
Quixote,1964.0,Bruce Baillie,https://www.bfi.org.uk/films-tv-people/4ce2b75e82e6a,1,1.0,,
Out 1: Spectre,1973.0,Jacques Rivette,https://www.bfi.org.uk/films-tv-people/4ce2b753593ab,1,1.0,,
New Rose Hotel,1998.0,Abel Ferrara,https://www.bfi.org.uk/films-tv-people/4ce2b8166c5b0,1,1.0,,
Wife,1953.0,Naruse Mikio,https://www.bfi.org.uk/films-tv-people/4ce2b77d9a49c,1,1.0,,
"Brood, The",1979.0,David Cronenberg,https://www.bfi.org.uk/films-tv-people/4ce2b6bc6d090,1,,1.0,
Mademoiselle,1966.0,Tony Richardson,https://www.bfi.org.uk/films-tv-people/4ce2b6af82b73,1,,1.0,
My Little Chickadee,1940.0,Edward F Cline,https://www.bfi.org.uk/films-tv-people/4ce2b6b1162f6,1,,1.0,
Nicht löschbares Feuer,1968.0,Harun Farocki,https://www.bfi.org.uk/films-tv-people/4ce2b74c90598,1,,1.0,
Trouble Every Day,2001.0,Claire Denis,https://www.bfi.org.uk/films-tv-people/4ce2b83f917cf,1,,1.0,
"Gay Divorce, The",1934.0,Mark Sandrich,https://www.bfi.org.uk/films-tv-people/4ce2b6aadec27,1,,1.0,
Howards End,1992.0,James Ivory,https://www.bfi.org.uk/films-tv-people/4ce2b7b321280,1,,1.0,
Stolen Kisses,1968.0,François Truffaut,https://www.bfi.org.uk/films-tv-people/4ce2b6a478dcd,2,,2.0,
Afterschool,2008.0,Antonio Campos,https://www.bfi.org.uk/films-tv-people/4ce2b8cb70e22,1,,1.0,
"Class, The",2008.0,Laurent Cantet,https://www.bfi.org.uk/films-tv-people/4ce2b8cab6f43,1,,1.0,
Raven's End,1963.0,Bo Widerberg,https://www.bfi.org.uk/films-tv-people/4ce2b6ae55cd0,1,,1.0,
Election,1999.0,Alexander Payne,https://www.bfi.org.uk/films-tv-people/4ce2b80bc8b92,1,,1.0,
Rio 40 Graus,1955.0,Nelson Pereira dos Santos,https://www.bfi.org.uk/films-tv-people/4ce2b762ebc2e,1,,1.0,
Buud Yam,1996.0,Gaston Kaboré,https://www.bfi.org.uk/films-tv-people/4ce2b7f79b586,1,1.0,,
"Saragossa Manuscript, The",1965.0,Wojciech Has,https://www.bfi.org.uk/films-tv-people/4ce2b6b421c7f,1,1.0,,
T G Psychic Rally in Heaven,1981.0,Derek Jarman,https://www.bfi.org.uk/films-tv-people/4ce2b693a2ab4,1,1.0,,
10 minutes later,1978.0,Herz Frank,https://www.bfi.org.uk/films-tv-people/4ce2b7fc73e51,1,,1.0,
Allures,1960.0,Jordan Belson,https://www.bfi.org.uk/films-tv-people/4ce2b6ac66274,1,,1.0,
Pray the Devil Back to Hell,2008.0,Gini Reticker,https://www.bfi.org.uk/films-tv-people/4ce2b8caae875,1,1.0,,
Salome,1923.0,Alla Nazimova,https://www.bfi.org.uk/films-tv-people/4ce2b765bca7e,1,1.0,,
Camera Buff,1979.0,Krzysztof Kieslowski,https://www.bfi.org.uk/films-tv-people/4ce2b6c07c1bd,1,1.0,,
Chunhyangdyun,2000.0,Im Kwon-taek ,https://www.bfi.org.uk/films-tv-people/4ce2b83897462,1,1.0,,
"Marriage Circle, The",1923.0,Ernst Lubitsch,https://www.bfi.org.uk/films-tv-people/4ce2b6b00a236,1,1.0,,
"nous la liberté, A",1931.0,René Clair,https://www.bfi.org.uk/films-tv-people/4ce2b6c00289c,1,1.0,,
Bob & Carol & Ted & Alice,1969.0,Paul Mazursky,https://www.bfi.org.uk/films-tv-people/4ce2b6a5ea48c,1,,1.0,
Dillinger Is Dead,1968.0,Marco Ferreri,https://www.bfi.org.uk/films-tv-people/4ce2b6a8dc8f9,1,,1.0,
Love in the Afternoon,1979.0,Eric Rohmer,https://www.bfi.org.uk/films-tv-people/4ce2b6bfd6ea3,1,,1.0,
"Girl on the Bridge, The",1998.0,Patrice Leconte,https://www.bfi.org.uk/films-tv-people/4ce2b820bfca3,1,1.0,,
"Sweet Hereafter, The",1997.0,Atom Egoyan,https://www.bfi.org.uk/films-tv-people/4ce2b7fb288ab,1,1.0,,
"berceau de cristal, Le",1975.0,Philippe Garrel,https://www.bfi.org.uk/films-tv-people/4ce2b6f3bba45,1,,1.0,
Still Life,1974.0,Sohrab Shahid Saless,https://www.bfi.org.uk/films-tv-people/4ce2b6b78a513,1,1.0,,
"Bad News Bears, The",1976.0,Michael Ritchie,https://www.bfi.org.uk/films-tv-people/4ce2b6bc22eef,1,,1.0,
Carrie,1976.0,Brian de Palma,https://www.bfi.org.uk/films-tv-people/4ce2b6bfbf08f,2,,2.0,
"Great Escape, The",1963.0,John Sturges,https://www.bfi.org.uk/films-tv-people/4ce2b6ab7bd34,1,,1.0,
Pretty Maids All in a Row,1971.0,Roger Vadim,https://www.bfi.org.uk/films-tv-people/4ce2b6b36e5a7,1,,1.0,
Rolling Thunder,1997.0,John Flynn,https://www.bfi.org.uk/films-tv-people/4ce2b6b48e797,1,,1.0,
Being There,1979.0,Hal Ashby,https://www.bfi.org.uk/films-tv-people/4ce2b6bc32329,2,,2.0,
Frenzy,1972.0,Alfred Hitchcock,https://www.bfi.org.uk/films-tv-people/4ce2b6aaa4c38,1,,1.0,
Csontváry,1979.0,Zoltán Huszárik,https://www.bfi.org.uk/films-tv-people/4ce2b69b90b75,1,1.0,,
Fires on the Plain,1959.0,Kon Ichikawa,https://www.bfi.org.uk/films-tv-people/4ce2b6b199511,1,1.0,,
Dots,1940.0,Norman McLaren,https://www.bfi.org.uk/films-tv-people/4ce2b70e13e3d,1,1.0,,
Please Say Something ,2009.0,David O'Reilly,https://www.bfi.org.uk/films-tv-people/4ce2b8ddaa519,1,1.0,,
Powers of Ten,1968.0,Charles/Ray Earnes,https://www.bfi.org.uk/films-tv-people/4ce2b6de09c53,1,1.0,,
Revolver,1994.0,"Jonas Odell, Stig Bergkvist, Marti Ekstrand, Lars Olsson",https://www.bfi.org.uk/films-tv-people/4ce2b7de57a09,1,1.0,,
"Sinking of the Lusitania, The",1918.0,Winsor McCay,https://www.bfi.org.uk/films-tv-people/4ce2b6a34d973,1,1.0,,
Tango,1980.0,Zbigniew Rybczynski,https://www.bfi.org.uk/films-tv-people/4ce2b77707596,1,1.0,,
Oki's Movie,2010.0,Hong Sangsoo,https://www.bfi.org.uk/films-tv-people/4de8bf387b345,1,,1.0,
"Goto, Island of Love",1968.0,Walerian Borowczyk,https://www.bfi.org.uk/films-tv-people/4ce2b6ab66d03,1,1.0,,
"City of Lost Children, The",1995.0,Marc Caro/Jean-Pierre Jeunet,https://www.bfi.org.uk/films-tv-people/4ce2b7d306a3c,1,,1.0,
Let the Right One In,2008.0,Tomas Alfredson,https://www.bfi.org.uk/films-tv-people/4ce2b8c89ed00,1,,1.0,
Repo Man,1983.0,Alex Cox,https://www.bfi.org.uk/films-tv-people/4ce2b6e31fdf2,1,,1.0,
Sexy Beast,2000.0,Jonathan Glazer,https://www.bfi.org.uk/films-tv-people/4ce2b829473c5,1,,1.0,
Solaris,2002.0,Steven Soderbergh,https://www.bfi.org.uk/films-tv-people/4ce2b87f33770,1,,1.0,
"Three Burials of Melquiades Estrada, The",2005.0,Tommy Lee Jones,https://www.bfi.org.uk/films-tv-people/4ce2b8ad858b9,1,,1.0,
"Winter's Bone, The",2010.0,Debra Granik,https://www.bfi.org.uk/films-tv-people/4ce2b8dbed8dc,1,,1.0,
Fat City,1972.0,John Huston,https://www.bfi.org.uk/films-tv-people/4ce2b6a9e4a16,1,,1.0,
You Only Live Once,1937.0,Fritz Lang,https://www.bfi.org.uk/films-tv-people/4ce2b6bb73a27,1,,1.0,
"Short Film About Love, A",1988.0,Krzysztof Kieslowski,https://www.bfi.org.uk/films-tv-people/4ce2b7972ab60,2,1.0,1.0,
Behind the Green Door,1972.0,Artie Mitchell/Jim Mitchell,https://www.bfi.org.uk/films-tv-people/4ce2b6f339f26,1,1.0,,
Boardinghouse,1984.0,John Wintergate,https://www.bfi.org.uk/films-tv-people/4ce2b6f6d54de,1,1.0,,
Drunken Master II,1994.0,Kar-leung Lau,https://www.bfi.org.uk/films-tv-people/4ce2b7d6e92b3,1,1.0,,
Emperor of the North,1973.0,Robert Aldrich,https://www.bfi.org.uk/films-tv-people/4ce2b6a979028,1,1.0,,
"Naked Prey, The",1965.0,Cornel Wilde,https://www.bfi.org.uk/films-tv-people/4ce2b6b1372d6,1,1.0,,
"Wanderers, The",1979.0,Philip Kaufman,https://www.bfi.org.uk/films-tv-people/4ce2b6ba32951,1,1.0,,
"Japanese Village, A",1982.0,Ogawa Shinsuke,https://www.bfi.org.uk/films-tv-people/4ce2b74d43382,1,,1.0,
Petit a petit,1971.0,Jean Rouch,https://www.bfi.org.uk/films-tv-people/4ce2b6b2e62e9,1,,1.0,
Recordações da Casa Amarela,1989.0,João César Monteiro,https://www.bfi.org.uk/films-tv-people/4ce2b7a065115,1,,1.0,
"Rendez-vous du diable, Les",1959.0,Haroun Tazieff,https://www.bfi.org.uk/films-tv-people/4ce2b6b42a428,1,,1.0,
Cops,1922.0,Buster Keaton,https://www.bfi.org.uk/films-tv-people/4ce2b6a7ef0f5,1,1.0,,
Esther,1986.0,Amos Gitai,https://www.bfi.org.uk/films-tv-people/4ce2b7130adb5,1,1.0,,
"Flicker, The",1966.0,Tony Conrad,https://www.bfi.org.uk/films-tv-people/4ce2b718e5b7d,1,1.0,,
Guns of the Trees,1961.0,Jonas Mekas,https://www.bfi.org.uk/films-tv-people/4ce2b6ababab3,1,1.0,,
Aerial,1974.0,Margaret Tait,https://www.bfi.org.uk/films-tv-people/4ce2b6e8b18df,1,,1.0,
Pitcher of Colored Light,2007.0,Robert Beavers,https://www.bfi.org.uk/films-tv-people/4ce2b8c7e01cb,1,,1.0,
Hold Me While I'm Naked,1966.0,George Kuchar,https://www.bfi.org.uk/films-tv-people/4ce2b6d2ec65c,1,1.0,,
"America, America",1963.0,Elia Kazan,https://www.bfi.org.uk/films-tv-people/4ce2b6b15c677,1,1.0,,
At Land,1944.0,Maya Deren,https://www.bfi.org.uk/films-tv-people/4ce2b6ef1f13a,1,,1.0,
"Pig, The",1970.0,Jean Eustache/Jean-Michel Barjol,https://www.bfi.org.uk/films-tv-people/4ce2b7026f652,1,,1.0,
Consolation Service,1999.0,Eija Llisa Ahtilla,https://www.bfi.org.uk/films-tv-people/4ce2b85a64161,1,,1.0,
"Garden, The",1990.0,Derek Jarman,https://www.bfi.org.uk/films-tv-people/4ce2b7a98e43f,1,,1.0,
Johanna D'Arc of Mongolia,1989.0,Ulrike Ottinger,https://www.bfi.org.uk/films-tv-people/4ce2b796e3a7d,1,,1.0,
Light Reading,1979.0,Lis Rhodes,https://www.bfi.org.uk/films-tv-people/4ce2b738ed589,1,,1.0,
Vendredi Soir,2002.0,Claire Denis,https://www.bfi.org.uk/films-tv-people/4ce2b86516164,1,,1.0,
Last Train Home,2009.0,Lixin Fan,https://www.bfi.org.uk/films-tv-people/4ce2b8de57ec0,1,1.0,,
And There Was Light,1989.0,Otar Iosseliani,https://www.bfi.org.uk/films-tv-people/4ce2b79f8c36c,1,1.0,,
Breakdown,1997.0,Jonathan Mostow,https://www.bfi.org.uk/films-tv-people/4ce2b7f4914c1,1,1.0,,
"Mad Songs of Fernanda Hussein, The",2001.0,John Gianvito,https://www.bfi.org.uk/films-tv-people/4ce2b870b1edc,1,1.0,,
"Reckless Moment, The",1949.0,Max Ophüls,https://www.bfi.org.uk/films-tv-people/4ce2b6b4071f3,1,1.0,,
Antichrist,2009.0,Lars von Trier,https://www.bfi.org.uk/films-tv-people/4ce2b8d4c040e,1,1.0,,
"Passage to India, A",1984.0,David Lean,https://www.bfi.org.uk/films-tv-people/4ce2b754c80b5,1,1.0,,
"Bohemian Life, The",1992.0,Aki Kaurismaki,https://www.bfi.org.uk/films-tv-people/4ce2b7bb59167,1,1.0,,
Medea,1970.0,Pier Paolo Pasolini,https://www.bfi.org.uk/films-tv-people/4ce2b6b02a4b9,1,1.0,,
"Choses de la Vie, Les/Little Things in Life, The",1970.0,Claude Sautet,https://www.bfi.org.uk/films-tv-people/4ce2b6a791d34,1,1.0,,
"Difficult Life, A",1961.0,Dino Risi,https://www.bfi.org.uk/films-tv-people/4ce2b78497901,1,1.0,,1.0
Holiday,1938.0,George Cukor,https://www.bfi.org.uk/films-tv-people/4ce2b6ac77cbc,1,1.0,,1.0
"Caça, A",1963.0,Manoel de Oliveira,https://www.bfi.org.uk/films-tv-people/4ce2b69b211c2,1,1.0,,
Ossos,1997.0,Pedro Costa,https://www.bfi.org.uk/films-tv-people/4ce2b7ffd43c2,1,1.0,,
"Sound of the Mountain, The",1954.0,Naruse Mikio,https://www.bfi.org.uk/films-tv-people/4ce2b6bb469d6,1,1.0,,
Rocky III,1982.0,Sylvester Stallone,https://www.bfi.org.uk/films-tv-people/4ce2b6c22bfc8,1,,1.0,
"Dirty Story, A",1977.0,Jean Eustache,https://www.bfi.org.uk/films-tv-people/4ce2b765a5d54,1,,1.0,
Nausicaa of the Valley of the Wind,1984.0,Miyazaki Hayao,https://www.bfi.org.uk/films-tv-people/4ce2b78604023,1,1.0,,
Three Years Without God,1977.0,Mario O'Hara,https://www.bfi.org.uk/films-tv-people/4ce2b8c4794e8,1,1.0,,
Maqbool,2004.0,Vishal Bharadwaj,https://www.bfi.org.uk/films-tv-people/4ce2b89f6b837,1,1.0,,
"King In New York, A",1957.0,Charles Chaplin,https://www.bfi.org.uk/films-tv-people/4ce2b6bbbce8d,1,1.0,,
"Inmortal Story, The",1968.0,Orson Welles,https://www.bfi.org.uk/films-tv-people/4ce2b6ac64d86,1,,1.0,
Mishima: A Life in Four Chapters,1985.0,Paul Schrader,https://www.bfi.org.uk/films-tv-people/4ce2b74544acb,1,1.0,,
Rabbit's Moon,1950.0,Kenneth Anger,https://www.bfi.org.uk/films-tv-people/4ce2b73d18059,1,1.0,,
Blow Out,1981.0,Brian De Palma,https://www.bfi.org.uk/films-tv-people/4ce2b6990f0f8,1,1.0,,
Dead or Alive 2: Birds,2000.0,Miike Takashi,https://www.bfi.org.uk/films-tv-people/4ce2b895e6adb,1,1.0,,
Hotel des Ameriques,1981.0,Andre Techine,https://www.bfi.org.uk/films-tv-people/4ce2b729100c6,1,1.0,,
Modern Romance,1981.0,Albert Brooks,https://www.bfi.org.uk/films-tv-people/4ce2b74668266,1,1.0,,
Red Viburnum,1974.0,Vasili Shukshin,https://www.bfi.org.uk/films-tv-people/4ce2b73366ca1,1,1.0,,
Robocop,1987.0,Paul Verhoeven,https://www.bfi.org.uk/films-tv-people/4ce2b79ec63d7,1,1.0,,
City of Life and Death,2009.0,Lu Chuan,https://www.bfi.org.uk/films-tv-people/4ce2b8d27dac0,1,1.0,,
Gallivant,1996.0,Andrew Kotting,https://www.bfi.org.uk/films-tv-people/4ce2b7eb1a927,1,1.0,,
Beyond a Reasonable Doubt,1956.0,Fritz Lang,https://www.bfi.org.uk/films-tv-people/4ce2b6a5ceeff,1,,1.0,
Countess from Hong Kong,1966.0,Charles Chaplin,https://www.bfi.org.uk/films-tv-people/4ce2b6bbb9165,1,,1.0,
"Vampires of Poverty, The",1978.0,Carlos Mayolo/Luis Ospina,https://www.bfi.org.uk/films-tv-people/4ce2b6e926125,1,1.0,,
Whisky,2004.0,Pablo Stoll/Juan Pablo Rebella,https://www.bfi.org.uk/films-tv-people/4ce2b8a6cb24f,1,1.0,,
"Honeymoon Killers, The",1969.0,Leonard Kastle,https://www.bfi.org.uk/films-tv-people/4ce2b6ac8e00b,1,1.0,,
Shortbus,2006.0,John Cameron Mitchell,https://www.bfi.org.uk/films-tv-people/4ce2b8b4ef169,1,1.0,,
Arme Leute,1963.0,Vlado Kristi,https://www.bfi.org.uk/films-tv-people/4ce2b6c034b8c,1,,1.0,
Geschichte der Nacht,1978.0,Clemens Klopfenstein,https://www.bfi.org.uk/films-tv-people/4ce2b71e1f83f,1,,1.0,
"Little Richard Story, The",1980.0,William Klein,https://www.bfi.org.uk/films-tv-people/4ce2b7af7cfb2,1,,1.0,
Margaret,2008.0,Kenneth Lonergan,https://www.bfi.org.uk/films-tv-people/4f4bb44dd26c1,1,,1.0,
"Devil's Backbone, The",2001.0,Guillermo del Toro,https://www.bfi.org.uk/films-tv-people/4ce2b869d18f9,1,1.0,,
Donkey Skin,1970.0,Jacques Demy,https://www.bfi.org.uk/films-tv-people/4ce2b6b2c1e26,1,1.0,,
