movie,year,director,movie_link,total_score,critic_score,director_score,french_voters_score
"Red and the White, The",1967.0,Miklos Jancso,https://www.bfi.org.uk/films-tv-people/4ce2b6a83acc4,2,1.0,1.0,
Cold Nights,1985.0,Lee Sun-fung,https://www.bfi.org.uk/films-tv-people/4ce2b7235c23c,1,1.0,,
Colorado Territory,1949.0,Raoul Walsh,https://www.bfi.org.uk/films-tv-people/4ce2b6a7c6652,2,2.0,,1.0
Dirty Ho,1979.0,Kar-leung Lau,https://www.bfi.org.uk/films-tv-people/4ce2b73744255,1,1.0,,
Hollywood or Bust,1956.0,Frank Tashlin,https://www.bfi.org.uk/films-tv-people/4ce2b6ac7c70f,1,1.0,,
"Man and a Woman, A",1966.0,Claude Lelouch,https://www.bfi.org.uk/films-tv-people/4ce2b6ac8876b,1,1.0,,
When a Woman Ascends the Stairs,1960.0,Naruse Mikio,https://www.bfi.org.uk/films-tv-people/4ce2b6b2314d3,3,1.0,2.0,
"Freeze, Die Come Alive",1989.0,Vitali Kanevsky,https://www.bfi.org.uk/films-tv-people/4ce2b7a84fc79,1,,1.0,
Ju Dou,1990.0,Zhang Yimou,https://www.bfi.org.uk/films-tv-people/4ce2b7a5a7e59,3,1.0,2.0,
My Life as a Dog,1985.0,Lasse Hallström,https://www.bfi.org.uk/films-tv-people/4ce2b7461c88b,1,,1.0,
WR: Mysteries of the Organism,1971.0,Dusan Makavejev,https://www.bfi.org.uk/films-tv-people/4ce2b78d7365c,5,3.0,2.0,
7th Heaven,1927.0,Frank Borzage,https://www.bfi.org.uk/films-tv-people/4ce2b6b58c0c7,4,3.0,1.0,
Humanity and paper balloons,1937.0,Yamanaka Sadao,https://www.bfi.org.uk/films-tv-people/4ce2b6b194d13,3,3.0,,
"Doulos, Le",1963.0,Jean-Pierre Melville,https://www.bfi.org.uk/films-tv-people/4ce2b6a92af32,1,1.0,,
Happiness,1965.0,Agnès Varda,https://www.bfi.org.uk/films-tv-people/4ce2b6a60d68c,3,3.0,,
Man's Castle,1933.0,Frank Borzage,https://www.bfi.org.uk/films-tv-people/4ce2b6afd6db6,2,1.0,1.0,
Kuhle Wampe,1932.0,Bertold Brecht/Ernst Ottwald,https://www.bfi.org.uk/films-tv-people/4ce2b6ae52369,2,1.0,1.0,
Story of Kindness,1985.0,Tran Van Thuy,https://www.bfi.org.uk/films-tv-people/4ce2b7b656c2d,1,,1.0,
"West Indies, ou les nègres marrons de la liberté",1979.0,Med Hondo,https://www.bfi.org.uk/films-tv-people/4ce2b787b6482,1,,1.0,
Five Easy Pieces,1970.0,Bob Rafelson,https://www.bfi.org.uk/films-tv-people/4ce2b6aa3733f,7,3.0,4.0,
McCabe and Mrs Miller,1971.0,Robert Altman,https://www.bfi.org.uk/films-tv-people/4ce2b6af6e08b,7,5.0,2.0,1.0
Thirty-Two Short Films About Glenn Gould,1993.0,François Girard,https://www.bfi.org.uk/films-tv-people/4ce2b7ccbe34e,1,1.0,,
"Chant d'amour, Un",1950.0,Jean Genet,https://www.bfi.org.uk/films-tv-people/4ce2b6fec6e4f,1,1.0,,
I Even Met Happy Gypsies,1967.0,Aleksandr Petrovic,https://www.bfi.org.uk/films-tv-people/4ce2b6b62419c,4,3.0,1.0,
"Oak, The",1992.0,Lucian Pintilie,https://www.bfi.org.uk/films-tv-people/4ce2b7bd6bdbc,1,1.0,,
Anna and the Wolves,1972.0,Carlos Saura,https://www.bfi.org.uk/films-tv-people/4ce2b6ebeb664,1,1.0,,
"Birds, Orphans and Fools",1970.0,Juraj Jakubisko,https://www.bfi.org.uk/films-tv-people/4ce2b75d39e3b,1,1.0,,
Hero: The Official Film of the 1986 FIFA World Cup,1986.0,Tony Maylam,https://www.bfi.org.uk/films-tv-people/4ce2b725b82be,1,,1.0,
High Noon,1952.0,Fred Zinemann,https://www.bfi.org.uk/films-tv-people/4ce2b6ac49313,1,,1.0,
"Misfits, The",1961.0,John Huston,https://www.bfi.org.uk/films-tv-people/4ce2b6b086e20,3,,3.0,
One from the Heart,1982.0,Francis Ford Coppola,https://www.bfi.org.uk/films-tv-people/4ce2b6e13bb25,1,,1.0,
"Wild Child, The",1969.0,François Truffaut,https://www.bfi.org.uk/films-tv-people/4ce2b6a9833a2,1,,1.0,
Daratt,2006.0,Mahamat-Saleh Haroun,https://www.bfi.org.uk/films-tv-people/4ce2b8b9bf0a9,2,2.0,,
"Last Supper, The",1976.0,Tomás Gutiérrez Alea,https://www.bfi.org.uk/films-tv-people/4ce2b77f75021,1,1.0,,
Lucía,1969.0,Humberto Solás,https://www.bfi.org.uk/films-tv-people/4ce2b6af56337,3,2.0,1.0,
Lumumba,2000.0,Raoul Peck,https://www.bfi.org.uk/films-tv-people/4ce2b82851832,1,1.0,,
"Silences of the Palace, The",1994.0,Moufida Tlatli,https://www.bfi.org.uk/films-tv-people/4ce2b7d2abfbc,2,1.0,1.0,
All of my Life,1966.0,Bruce Baillie,https://www.bfi.org.uk/films-tv-people/4ce2b7cdde4e6,2,1.0,1.0,
Fata Morgana,1971.0,Werner Herzog,https://www.bfi.org.uk/films-tv-people/4ce2b6d27bdb7,2,,2.0,
How Yukong Moved the Mountains,1976.0,Joris Ivens/Marceline Loridan Ivens,https://www.bfi.org.uk/films-tv-people/4ce2b70412349,1,,1.0,
"Draughtman's Contract, The",1982.0,Peter Greenaway,https://www.bfi.org.uk/films-tv-people/4ce2b693c9d98,2,2.0,,
Santa Sangre,1989.0,Alejandro Jodorowsky,https://www.bfi.org.uk/films-tv-people/4ce2b76647955,2,2.0,,
Time of the Gypsies,1989.0,Emir Kusturica,https://www.bfi.org.uk/films-tv-people/4ce2b79d3ec22,3,1.0,2.0,
21 Grams,2003.0,Alejandro González Iñárritu,https://www.bfi.org.uk/films-tv-people/4ce2b8960b6ba,1,,1.0,
El,1953.0,Luis Buñuel,https://www.bfi.org.uk/films-tv-people/4ce2b6a96caa6,6,4.0,2.0,1.0
Francisca,1981.0,Manoel de Oliveira,https://www.bfi.org.uk/films-tv-people/4ce2b71b3b873,1,,1.0,
In a Year of 13 Moons,1978.0,Rainer Werner Fassbinder,https://www.bfi.org.uk/films-tv-people/4ce2b72cca8a0,9,6.0,3.0,
"Boy, The",1969.0,Oshima Nagisa,https://www.bfi.org.uk/films-tv-people/4ce2b6b5c1dac,1,,1.0,
"Round-Up, The",1966.0,Miklos Jancso,https://www.bfi.org.uk/films-tv-people/4ce2b776255f6,6,3.0,3.0,
Amor,2002.0,Robert Beavers,https://www.bfi.org.uk/films-tv-people/4ce2b88d3b9c8,1,1.0,,
"Goodbye, Dragon Inn",2003.0,Tsai Ming Liang,https://www.bfi.org.uk/films-tv-people/4ce2b89c8eb89,5,2.0,3.0,
Johnny Gaddaar,2007.0,Sriram Raghavan,https://www.bfi.org.uk/films-tv-people/4ce2b8d3835b2,1,1.0,,
Before the Rain,1994.0,Milcho Manchevski,https://www.bfi.org.uk/films-tv-people/4ce2b7cd86184,3,1.0,2.0,
"German Sisters, The",1981.0,Margarethe von Trotta,https://www.bfi.org.uk/films-tv-people/4ce2b69554d15,2,1.0,1.0,
Germany Pale Mother,1980.0,Helma Sanders-Brahms,https://www.bfi.org.uk/films-tv-people/4ce2b70b19496,1,1.0,,
Johnny Got His Gun,1971.0,Dalton Trumbo,https://www.bfi.org.uk/films-tv-people/4ce2b6ada3306,1,1.0,,
"Kids Are All Right, The",2010.0,Lisa Cholodenko,https://www.bfi.org.uk/films-tv-people/4ce2b8dbcd571,1,1.0,,
"Man There Was, A",1917.0,Victor Sjöström,https://www.bfi.org.uk/films-tv-people/4ce2b77859f63,3,2.0,1.0,
"Man Who Laughs, The",1928.0,Paul Leni,https://www.bfi.org.uk/films-tv-people/4ce2b6afe1f56,1,1.0,,
"Pajama Game, The",1957.0,George Abbott/Stanley Donen,https://www.bfi.org.uk/films-tv-people/4ce2b6b281116,1,1.0,,
White Heat,1949.0,Raoul Walsh,https://www.bfi.org.uk/films-tv-people/4ce2b6bab2bda,1,1.0,,
"Rake's Progress, The",1945.0,Sidney Gilliat,https://www.bfi.org.uk/films-tv-people/4ce2b6b3e3055,1,1.0,,
Coeur fidèle,1923.0,Jean Epstein,https://www.bfi.org.uk/films-tv-people/4ce2b6a7c19f4,1,1.0,,
"Long Farewell, The",1987.0,Kira Muratova,https://www.bfi.org.uk/films-tv-people/4ce2b70d6bcb8,2,2.0,,
"Silence de la mer, Le",1948.0,Jean-Pierre Melville,https://www.bfi.org.uk/films-tv-people/4ce2b76bab08c,1,1.0,,
Stand by Me,1986.0,Rob Reiner,https://www.bfi.org.uk/films-tv-people/4ce2b771c297f,2,1.0,1.0,
Calendar,1993.0,Atom Egoyan,https://www.bfi.org.uk/films-tv-people/4ce2b7c665f50,1,1.0,,
"Criminal Life of Archibaldo de la Cruz, The",1955.0,Luis Buñuel,https://www.bfi.org.uk/films-tv-people/4ce2b6a989752,2,2.0,,
High Tide,1987.0,Gillian Armstrong,https://www.bfi.org.uk/films-tv-people/4ce2b7267207e,1,1.0,,
"Lacombe, Lucien",1974.0,Louis Malle,https://www.bfi.org.uk/films-tv-people/4ce2b6ae5be6a,2,2.0,,
Muhammad Ali: The Greatest,1975.0,William Klein,https://www.bfi.org.uk/films-tv-people/4ce2b6946027e,1,1.0,,
"Phantom of the Paradise, The",1974.0,Brian De Palma,https://www.bfi.org.uk/films-tv-people/4ce2b6b2f22d7,1,1.0,,
"Jester, The",1987.0,José Álvaro Morais,https://www.bfi.org.uk/films-tv-people/4ce2b6f70f8b9,1,,1.0,1.0
Shoeshine,1946.0,Vittorio De Sica,https://www.bfi.org.uk/films-tv-people/4ce2b6c0785ef,1,,1.0,1.0
"War Game, The",1985.0,Peter Watkins,https://www.bfi.org.uk/films-tv-people/4ce2b6ba38aa9,1,,1.0,
Z,1968.0,Costa-Gavras,https://www.bfi.org.uk/films-tv-people/4ce2b6bb7e02a,3,,3.0,
"Father, The",1966.0,Istvan Szabo,https://www.bfi.org.uk/films-tv-people/4ce2b6c00c15f,1,1.0,,
Wings,1966.0,Larisa Shepitko,https://www.bfi.org.uk/films-tv-people/4ce2b6ae4e8dc,4,2.0,2.0,
Beauty No 2,1965.0,Andy Warhol,https://www.bfi.org.uk/films-tv-people/4ce2b8c42e87d,1,1.0,,
Get Carter,1971.0,Mike Hodges,https://www.bfi.org.uk/films-tv-people/4ce2b6ab05db0,1,1.0,,
Roman Holiday,1953.0,William Wyler,https://www.bfi.org.uk/films-tv-people/4ce2b792d838f,1,1.0,,
People on Sunday,1930.0,Curt Siodmak/Robert Siodmak/Edgar G. Ulmer/Fred Zinnemann   ,https://www.bfi.org.uk/films-tv-people/4ce2b6b046092,2,1.0,1.0,
"Real Young Lady, A",2000.0,Catherine Breillat,https://www.bfi.org.uk/films-tv-people/4ce2b835c0c46,1,,1.0,
"Forty First, The",1956.0,Grigori Chukhrai,https://www.bfi.org.uk/films-tv-people/4ce2b6b681db5,1,,1.0,
"Bells of St Mary's, The",1945.0,Leo McCarey,https://www.bfi.org.uk/films-tv-people/4ce2b6a5a9ac1,1,1.0,,
Lilith,1964.0,Robert Rossen,https://www.bfi.org.uk/films-tv-people/4ce2b6aee3445,1,1.0,,
Matter of Time,1976.0,Vincente Minnelli,https://www.bfi.org.uk/films-tv-people/4ce2b74203000,1,1.0,,
"Night, This",2008.0,Werner Schroeter,https://www.bfi.org.uk/films-tv-people/4ce2b8cd81e9f,1,1.0,,
"Shadow, The",1982.0,Giorgio Bianchi,https://www.bfi.org.uk/films-tv-people/4ce2b704d3439,1,1.0,,
Deadlock,1970.0,Roland Kick,https://www.bfi.org.uk/films-tv-people/4ce2b709488e6,1,1.0,,
"Page of Madness, A",1926.0,Teinosuke Kinugasa,https://www.bfi.org.uk/films-tv-people/4ce2b6ae54d28,2,2.0,,
Ballet mécanique,1924.0,Fernand Léger/Dudley Murphy,https://www.bfi.org.uk/films-tv-people/4ce2b6f16714f,1,1.0,,
Blow Job,1964.0,Andy Warhol,https://www.bfi.org.uk/films-tv-people/4ce2b6f693062,1,1.0,,
Ritual in Transfigured Time,1946.0,Maya Deren,https://www.bfi.org.uk/films-tv-people/4ce2b76321ea4,1,1.0,,
Videograms of a Revolution,1993.0,Harun Farocki/Andrei Ujica,https://www.bfi.org.uk/films-tv-people/4ce2b7c9dae2a,2,2.0,,
Young Frankenstein,1974.0,Mel Brooks,https://www.bfi.org.uk/films-tv-people/4ce2b6bb69196,2,1.0,1.0,
Blue Gardenia,1953.0,Fritz Lang,https://www.bfi.org.uk/films-tv-people/4ce2b6a5de39f,1,,1.0,
"Fury, The",1978.0,Brian de Palma,https://www.bfi.org.uk/films-tv-people/4ce2b6bd80c5b,1,,1.0,
"Goodbye, South, Goodbye",1996.0,Hou Hsiao-hsien,https://www.bfi.org.uk/films-tv-people/4ce2b7f59f509,1,,1.0,
Floating Weeds,1959.0,Ozu Yasujirô,https://www.bfi.org.uk/films-tv-people/4ce2b6b94f8e8,3,,3.0,
Limelight,1951.0,Charles Chaplin,https://www.bfi.org.uk/films-tv-people/4ce2b6bbbdd5d,4,3.0,1.0,
Abraham's Valley,1993.0,Manoel de Oliveira,https://www.bfi.org.uk/films-tv-people/4ce2b7c96a012,3,3.0,,1.0
Simon of the Desert,1965.0,Luis Buñuel,https://www.bfi.org.uk/films-tv-people/4ce2b76c082e5,4,2.0,2.0,
Boudu Saved from Drowning,1932.0,Jean Renoir,https://www.bfi.org.uk/films-tv-people/4ce2b6a635f83,7,3.0,4.0,
"Killing, The",1956.0,Stanley Kubrick,https://www.bfi.org.uk/films-tv-people/4ce2b6aa852fc,3,1.0,2.0,
Boxing Gym,2010.0,Frederick Wiseman,https://www.bfi.org.uk/films-tv-people/4ce2b8e06966e,1,,1.0,
Cien niños esperando un tren,1988.0,Ignacio Agüero,https://www.bfi.org.uk/films-tv-people/4ce2b797ce50b,1,,1.0,
Etre et avoir,2002.0,Nicolas Philibert,https://www.bfi.org.uk/films-tv-people/4ce2b87fc5ceb,1,,1.0,
Grüningers Fall,1998.0,Richard Dindo,https://www.bfi.org.uk/films-tv-people/4ce2b812f0baf,1,,1.0,
Mother Dao,1995.0,Vincent Monnikendam,https://www.bfi.org.uk/films-tv-people/4ce2b7e70fc51,1,,1.0,
S21: The Khmer Rouge Death Machine,2003.0,Rithy Panh,https://www.bfi.org.uk/films-tv-people/4ce2b895e2bc8,1,,1.0,
Images of the World and the Inscription of the War,1988.0,Harun Farocki,https://www.bfi.org.uk/films-tv-people/4ce2b79699b07,2,1.0,1.0,
"Heart in Winter, A",1992.0,Claude Sautet,https://www.bfi.org.uk/films-tv-people/4ce2b7bc872f5,1,,1.0,
"Holly Girl, The",2004.0,Lucrecia Martel,https://www.bfi.org.uk/films-tv-people/4ce2b8a68766f,2,1.0,1.0,
Destiny,1921.0,Fritz Lang,https://www.bfi.org.uk/films-tv-people/4ce2b6b0df8b4,1,1.0,,
Journey on the Hour Hand,1997.0,Omer Kavur,https://www.bfi.org.uk/films-tv-people/4ce2b8044ea18,1,1.0,,
Lamentations,1985.0,R Bruce Elder,https://www.bfi.org.uk/films-tv-people/4ce2b7368e57c,1,1.0,,
Wildfire,2003.0,Amy Greenfield,https://www.bfi.org.uk/films-tv-people/4ce2b891e0fe5,1,1.0,,
Female Trouble,1974.0,John Waters,https://www.bfi.org.uk/films-tv-people/4ce2b6bd4e3ec,2,2.0,,
Invocation of My Demon Brother,1969.0,Kenneth Anger,https://www.bfi.org.uk/films-tv-people/4ce2b6ad3f0ec,1,1.0,,
Shulie,1998.0,Elisabeth Subrin,https://www.bfi.org.uk/films-tv-people/4ce2b81811eb0,1,1.0,,
Gladiator,2000.0,Ridley Scott,https://www.bfi.org.uk/films-tv-people/4ce2b8221f558,1,,1.0,
"Night of Counting the Years, The",1970.0,Shadi Abdel Salam,https://www.bfi.org.uk/films-tv-people/4ce2b74a0e043,3,1.0,2.0,
"Hourglass Sanatorium, The",1973.0,Wojciech Has,https://www.bfi.org.uk/films-tv-people/4ce2b6b501426,2,2.0,,
Pictures of the Old World,1988.0,Dusan Hanák,https://www.bfi.org.uk/films-tv-people/4ce2b797b88b7,1,1.0,,
Mean Streets,1973.0,Martin Scorsese,https://www.bfi.org.uk/films-tv-people/4ce2b6be8ccf5,3,3.0,,
Ashes of Time,1994.0,Wong Kar Wai,https://www.bfi.org.uk/films-tv-people/4ce2b7db82234,2,2.0,,
Days and Nights in the Forest,1970.0,Satyajit Ray,https://www.bfi.org.uk/films-tv-people/4ce2b6c020031,1,1.0,,
Eyes Wide Shut,1999.0,Stanley Kubrick,https://www.bfi.org.uk/films-tv-people/4ce2b7f5aa12a,5,4.0,1.0,1.0
Heat,1995.0,Michael Mann,https://www.bfi.org.uk/films-tv-people/4ce2b7e195703,3,2.0,1.0,1.0
Far From Heaven,2002.0,Todd Haynes,https://www.bfi.org.uk/films-tv-people/4ce2b871173df,2,2.0,,
Gilda,1946.0,Charles Vidor,https://www.bfi.org.uk/films-tv-people/4ce2b6ab13b2e,1,1.0,,
Summer Interlude,1950.0,Ingmar Bergman,https://www.bfi.org.uk/films-tv-people/4ce2b6b669240,1,,1.0,
Vanya on 42nd Street,1994.0,Louis Malle,https://www.bfi.org.uk/films-tv-people/4ce2b7db425b7,1,,1.0,
Murmur of the Heart,1971.0,Louis Malle,https://www.bfi.org.uk/films-tv-people/4ce2b6b688abd,1,1.0,,
Water,2005.0,Deepa Mehta,https://www.bfi.org.uk/films-tv-people/4ce2b84002117,1,1.0,,
"Bridges of Madison County, The",1995.0,Clint Eastwood,https://www.bfi.org.uk/films-tv-people/4ce2b7dc0c7cb,1,1.0,,
Carnival in Flanders,1935.0,Jacques Feyder,https://www.bfi.org.uk/films-tv-people/4ce2b734329b0,1,1.0,,
Going Places,1974.0,Bertrand Blier,https://www.bfi.org.uk/films-tv-people/4ce2b7827d1aa,2,2.0,,
Nargess,1992.0,Rakhshan Bani-Etemad,https://www.bfi.org.uk/films-tv-people/4ce2b7bbf047a,1,1.0,,
Ramchand Pakistani,2008.0,Mehreen Jabbar,https://www.bfi.org.uk/films-tv-people/4ce2b8d705a83,1,1.0,,
Women on the Verge of a Nervous Breakdown,1988.0,Pedro Almodóvar,https://www.bfi.org.uk/films-tv-people/4ce2b79763784,2,1.0,1.0,
"Awful Truth, The",1937.0,Leo McCarey,https://www.bfi.org.uk/films-tv-people/4ce2b6a476a8b,5,4.0,1.0,1.0
Dead Ringers,1988.0,David Cronenberg,https://www.bfi.org.uk/films-tv-people/4ce2b7949bbfa,5,5.0,,
Billy Liar,1963.0,John Schlesinger,https://www.bfi.org.uk/films-tv-people/4ce2b6a530c3e,1,1.0,,
Stranger than Paradise,1982.0,Jim Jarmusch,https://www.bfi.org.uk/films-tv-people/4ce2b6e321cf2,6,2.0,4.0,
City Girl,1929.0,FW Murnau,https://www.bfi.org.uk/films-tv-people/4ce2b70185ec6,1,,1.0,1.0
Snow White and the Seven Dwarfs,1937.0,David Hand et al,https://www.bfi.org.uk/films-tv-people/4ce2b76e0637d,3,,3.0,1.0
Grey Gardens,1975.0,Maysles Brothers,https://www.bfi.org.uk/films-tv-people/4ce2b6bdafb40,3,1.0,2.0,
Toss Me a Dime,1959.0,Fernando Birri,https://www.bfi.org.uk/films-tv-people/4ce2b6b883465,1,1.0,,
House of Flying Daggers,2004.0,Zhang Yimou,https://www.bfi.org.uk/films-tv-people/4ce2b8a6904b1,2,1.0,1.0,
Outcast of the Islands,1952.0,Carol Reed,https://www.bfi.org.uk/films-tv-people/4ce2b6b263ca5,1,,1.0,
Stavisky…,1974.0,Alain Resnais,https://www.bfi.org.uk/films-tv-people/4ce2b6b73ddc5,1,,1.0,
Storm Over Asia,1928.0,Vsevolod Pudovkin,https://www.bfi.org.uk/films-tv-people/4ce2b6b3571c6,1,,1.0,
Bimbo's Initiation,1931.0,Dave Fleischer,https://www.bfi.org.uk/films-tv-people/4ce2b6f550612,2,2.0,,
Hotel Terminus,1988.0,Marcel Ophüls,https://www.bfi.org.uk/films-tv-people/4ce2b79674d0e,2,1.0,1.0,
Salesman,1968.0,Albert Maysles/David Maysles/Charlotte Zwerin,https://www.bfi.org.uk/films-tv-people/4ce2b765aa1d5,3,3.0,,
Eroica,1958.0,Andrzej Munk,https://www.bfi.org.uk/films-tv-people/4ce2b6a991cdc,1,1.0,,
Kalpana,1948.0,Uday Shankar,https://www.bfi.org.uk/films-tv-people/4ce2b73368f46,1,1.0,,
"Bitter Tears of Petra von Kant, The",1972.0,Rainer Werner Fassbinder,https://www.bfi.org.uk/films-tv-people/4ce2b6f5b2e41,3,2.0,1.0,
Mildred Pierce,1945.0,Michael Curtiz,https://www.bfi.org.uk/films-tv-people/4ce2b6b06e2b2,1,1.0,,
Fire in Castile (Tactil Vision of the Wasteland of Fear),1961.0,José Val del Omar,https://www.bfi.org.uk/films-tv-people/4ce2b71c3b037,1,1.0,,
Poetic Justice,1972.0,Hollis Frampton,https://www.bfi.org.uk/films-tv-people/4ce2b75961dc4,1,1.0,,
"Pointe-Courte, La",1954.0,Agnès Varda,https://www.bfi.org.uk/films-tv-people/4ce2b6b337dac,1,1.0,,
Rose Hobart,1936.0,Joseph Cornell,https://www.bfi.org.uk/films-tv-people/4ce2b763d5f03,2,2.0,,
Yawar Mallku,1969.0,Jorge Sanjinés,https://www.bfi.org.uk/films-tv-people/4ce2b6bb4c8e5,1,1.0,,
Secret Sunshine,2007.0,Lee Chang-dong,https://www.bfi.org.uk/films-tv-people/4ce2b8c358687,2,,2.0,
Borderline,1930.0,Kenneth MacPherson,https://www.bfi.org.uk/films-tv-people/4ce2b6bc5b9e4,1,1.0,,
"Boys from Fengkuei, The",1983.0,Hsiao-hsien Hou,https://www.bfi.org.uk/films-tv-people/4ce2b696e115a,1,1.0,,
Malombra,1942.0,Mario Soldati,https://www.bfi.org.uk/films-tv-people/4ce2b6be792c1,1,1.0,,
Susana,1951.0,Luis Buñuel,https://www.bfi.org.uk/films-tv-people/4ce2b6b763184,1,1.0,,
Sylvester,1923.0,Lupu Pick,https://www.bfi.org.uk/films-tv-people/4ce2b6b77f474,1,1.0,,
Yol,1982.0,Serif Gören/Yilmaz Güney,https://www.bfi.org.uk/films-tv-people/4ce2b6e140ffe,3,2.0,1.0,
Flaming Creatures,1963.0,Jack Smith,https://www.bfi.org.uk/films-tv-people/4ce2b6aa4049b,5,3.0,2.0,
"Girl From Chicago, The",1932.0,Oscar Micheaux,https://www.bfi.org.uk/films-tv-people/4ce2b71ec6947,1,1.0,,
Ossessione,1943.0,Luchino Visconti,https://www.bfi.org.uk/films-tv-people/4ce2b6b25273e,3,1.0,2.0,
Wild at Heart,1990.0,David Lynch,https://www.bfi.org.uk/films-tv-people/4ce2b79e253f5,2,,2.0,
Ace in the Hole,1951.0,Billy Wilder,https://www.bfi.org.uk/films-tv-people/4ce2b6bfcff00,1,,1.0,
Charley Varrick,1973.0,Don Siegel,https://www.bfi.org.uk/films-tv-people/4ce2b6a765ec1,1,,1.0,
"Prowler, The",1950.0,Joseph Losey,https://www.bfi.org.uk/films-tv-people/4ce2b6b39cd44,1,,1.0,
Tom Jones,1963.0,Tony Richardson,https://www.bfi.org.uk/films-tv-people/4ce2b6b898cee,1,,1.0,
Midnight,1939.0,Mitchell Leisen,https://www.bfi.org.uk/films-tv-people/4ce2b6b060e47,1,,1.0,
"New York, New York",1977.0,Martin Scorsese,https://www.bfi.org.uk/films-tv-people/4ce2b74c67bc2,3,2.0,1.0,
Taipei Story,1984.0,Edward Yang,https://www.bfi.org.uk/films-tv-people/4ce2b75f8fb6f,3,2.0,1.0,
Diamonds of the Night,1964.0,Jan Nemec,https://www.bfi.org.uk/films-tv-people/4ce2b6a8a4e7d,2,1.0,1.0,
Odd Man Out,1947.0,Carol Reed,https://www.bfi.org.uk/films-tv-people/4ce2b6b1d6c75,1,,1.0,
"Reine Margot, La",1994.0,Patrice Chereau,https://www.bfi.org.uk/films-tv-people/4ce2b7bd6fef6,1,,1.0,
Danger: Diabolik,1967.0,Mario Bava,https://www.bfi.org.uk/films-tv-people/4ce2b6a8cf6a9,1,1.0,,
Godzilla,1954.0,Ishirô Honda,https://www.bfi.org.uk/films-tv-people/4ce2b6ab4a2cd,1,1.0,,
Hitler: A Film from Germany,1977.0,Hans Jurgen Syberberg,https://www.bfi.org.uk/films-tv-people/4ce2b7276d3d3,3,3.0,,
"Philadelphia Story, The",1940.0,George Cukor,https://www.bfi.org.uk/films-tv-people/4ce2b6b303966,2,2.0,,
Plan 9 From Outer Space,1958.0,Ed Wood,https://www.bfi.org.uk/films-tv-people/4ce2b7212a4d1,1,1.0,,
"Fall of the House of Usher, The",1928.0,Jean Epstein,https://www.bfi.org.uk/films-tv-people/4ce2b6a7992e4,2,2.0,,
"visite au Louvre, Une",2004.0,Jean-Marie Straub/Danièle Huillet,https://www.bfi.org.uk/films-tv-people/4ce2b8b184739,1,1.0,,
"Beyond, The",1981.0,Lucio Fulci,https://www.bfi.org.uk/films-tv-people/4ce2b713411c8,1,1.0,,
Django Kill!,1967.0,Giulio Questi,https://www.bfi.org.uk/films-tv-people/4ce2b769a6d96,1,1.0,,
Dolemite,1975.0,D'Urville Martin,https://www.bfi.org.uk/films-tv-people/4ce2b70d6adee,1,1.0,,
Liquid Sky,1982.0,Slava Tsukerman,https://www.bfi.org.uk/films-tv-people/4ce2b7395c85e,1,1.0,,
Masque of Red Death,1964.0,Roger Corman,https://www.bfi.org.uk/films-tv-people/4ce2b6b018740,1,1.0,,
Succubus,1967.0,Jess Franco,https://www.bfi.org.uk/films-tv-people/4ce2b6b15351a,1,1.0,,
Thundercrack,1975.0,Curt McDowell,https://www.bfi.org.uk/films-tv-people/4ce2b6b86038a,1,1.0,,
G.A.T.T.A.C.A.,1997.0,Andrew Niccol,https://www.bfi.org.uk/films-tv-people/4ce2b7f38181f,1,1.0,,
Good Morning,1959.0,Ozu Yasujirô ,https://www.bfi.org.uk/films-tv-people/4ce2b6b1e17cf,3,2.0,1.0,
"Hitchhiker's Guide to the Galaxy, The",2005.0,Garth Jennings,https://www.bfi.org.uk/films-tv-people/4ce2b8a2d6b74,1,1.0,,
Pink Floyd The Wall,1982.0,Alan Parker,https://www.bfi.org.uk/films-tv-people/4ce2b69ba2b63,2,1.0,1.0,
Signs of Life,1968.0,Werner Herzog,https://www.bfi.org.uk/films-tv-people/4ce2b6aeacfc6,1,1.0,,
Team America: World Police,2004.0,Trey Parker,https://www.bfi.org.uk/films-tv-people/4ce2b8abbe326,1,,1.0,
Christine,1937.0,Julien Duvivier,https://www.bfi.org.uk/films-tv-people/4ce2b6fccbdae,3,1.0,2.0,
My Way Home,1978.0,Bill Douglas,https://www.bfi.org.uk/films-tv-people/4ce2b6beb688c,1,,1.0,
"New World, The",2005.0,Terrence Malick,https://www.bfi.org.uk/films-tv-people/4ce2b8a9d52c3,2,1.0,1.0,
I am Twenty,1963.0,Marlen Khutsiyev,https://www.bfi.org.uk/films-tv-people/4ce2b7462bc5f,2,2.0,,
37/78 Tree Again,1978.0,Kurt Kren,https://www.bfi.org.uk/films-tv-people/4ce2b77b929a4,1,1.0,,
Arcana,1972.0,Giulio Questi,https://www.bfi.org.uk/films-tv-people/4ce2b6eda20b4,1,1.0,,
Canyon Passage,1946.0,Jacques Tourneur,https://www.bfi.org.uk/films-tv-people/4ce2b6a714943,1,1.0,,
"Devil Rides Out, The",1967.0,Terence Fisher,https://www.bfi.org.uk/films-tv-people/4ce2b6a8c44ec,1,1.0,,
On The Silver Globe,1988.0,Andrzej Zulawski,https://www.bfi.org.uk/films-tv-people/4ce2b7995ff76,1,1.0,,
"Flower of My Secret, The",1995.0,Pedro Almodóvar,https://www.bfi.org.uk/films-tv-people/4ce2b7e1bf58d,4,1.0,3.0,
