voter,voter_profession,voter_country,movie_id
Gulnara Abikeyeva,programmer,Kazakhstan,id_0
Gulnara Abikeyeva,programmer,Kazakhstan,id_1
Gulnara Abikeyeva,programmer,Kazakhstan,id_2
Gulnara Abikeyeva,programmer,Kazakhstan,id_3
Gulnara Abikeyeva,programmer,Kazakhstan,id_4
Gulnara Abikeyeva,programmer,Kazakhstan,id_5
Gulnara Abikeyeva,programmer,Kazakhstan,id_6
Gulnara Abikeyeva,programmer,Kazakhstan,id_7
Gulnara Abikeyeva,programmer,Kazakhstan,id_8
Gulnara Abikeyeva,programmer,Kazakhstan,id_9
Lenny Abrahamson,Director,Ireland,id_10
Lenny Abrahamson,Director,Ireland,id_11
Lenny Abrahamson,Director,Ireland,id_12
Lenny Abrahamson,Director,Ireland,id_13
Lenny Abrahamson,Director,Ireland,id_14
Lenny Abrahamson,Director,Ireland,id_15
Lenny Abrahamson,Director,Ireland,id_16
Lenny Abrahamson,Director,Ireland,id_17
Lenny Abrahamson,Director,Ireland,id_18
Lenny Abrahamson,Director,Ireland,id_19
Mehmet Açar,critic,Turkey,id_20
Mehmet Açar,critic,Turkey,id_21
Mehmet Açar,critic,Turkey,id_22
Mehmet Açar,critic,Turkey,id_23
Mehmet Açar,critic,Turkey,id_24
Mehmet Açar,critic,Turkey,id_25
Mehmet Açar,critic,Turkey,id_26
Mehmet Açar,critic,Turkey,id_27
Mehmet Açar,critic,Turkey,id_28
Mehmet Açar,critic,Turkey,id_29
Newton Aduaka,Director,Nigerla,id_30
Newton Aduaka,Director,Nigerla,id_31
Newton Aduaka,Director,Nigerla,id_32
Newton Aduaka,Director,Nigerla,id_33
Newton Aduaka,Director,Nigerla,id_34
Newton Aduaka,Director,Nigerla,id_35
Newton Aduaka,Director,Nigerla,id_36
Newton Aduaka,Director,Nigerla,id_37
Newton Aduaka,Director,Nigerla,id_38
Newton Aduaka,Director,Nigerla,id_39
Eva af Geijerstam,critic,Sweden,id_40
Eva af Geijerstam,critic,Sweden,id_41
Eva af Geijerstam,critic,Sweden,id_42
Eva af Geijerstam,critic,Sweden,id_43
Eva af Geijerstam,critic,Sweden,id_44
Eva af Geijerstam,critic,Sweden,id_45
Eva af Geijerstam,critic,Sweden,id_46
Eva af Geijerstam,critic,Sweden,id_47
Eva af Geijerstam,critic,Sweden,id_48
Eva af Geijerstam,critic,Sweden,id_49
Kaleem Aftab,critic,UK,id_50
Kaleem Aftab,critic,UK,id_51
Kaleem Aftab,critic,UK,id_52
Kaleem Aftab,critic,UK,id_53
Kaleem Aftab,critic,UK,id_54
Kaleem Aftab,critic,UK,id_55
Kaleem Aftab,critic,UK,id_56
Kaleem Aftab,critic,UK,id_57
Kaleem Aftab,critic,UK,id_58
Kaleem Aftab,critic,UK,id_59
Alejandro Agresti,Director,Argentina,id_60
Alejandro Agresti,Director,Argentina,id_61
Alejandro Agresti,Director,Argentina,id_62
Alejandro Agresti,Director,Argentina,id_63
Alejandro Agresti,Director,Argentina,id_64
Alejandro Agresti,Director,Argentina,id_65
Alejandro Agresti,Director,Argentina,id_66
Alejandro Agresti,Director,Argentina,id_67
Alejandro Agresti,Director,Argentina,id_68
Alejandro Agresti,Director,Argentina,id_69
Pedro Aguilera,Director,Spain,id_70
Pedro Aguilera,Director,Spain,id_71
Pedro Aguilera,Director,Spain,id_72
Pedro Aguilera,Director,Spain,id_73
Pedro Aguilera,Director,Spain,id_74
Pedro Aguilera,Director,Spain,id_17
Pedro Aguilera,Director,Spain,id_75
Pedro Aguilera,Director,Spain,id_76
Pedro Aguilera,Director,Spain,id_77
Pedro Aguilera,Director,Spain,id_78
Ashim Ahluwalia,Director,India,id_79
Ashim Ahluwalia,Director,India,id_80
Ashim Ahluwalia,Director,India,id_81
Ashim Ahluwalia,Director,India,id_82
Ashim Ahluwalia,Director,India,id_83
Ashim Ahluwalia,Director,India,id_17
Ashim Ahluwalia,Director,India,id_84
Ashim Ahluwalia,Director,India,id_85
Ashim Ahluwalia,Director,India,id_86
Ashim Ahluwalia,Director,India,id_87
Daisuke Akasaka,Critic,Japan,id_88
Daisuke Akasaka,Critic,Japan,id_41
Daisuke Akasaka,Critic,Japan,id_89
Daisuke Akasaka,Critic,Japan,id_90
Daisuke Akasaka,Critic,Japan,id_91
Daisuke Akasaka,Critic,Japan,id_92
Daisuke Akasaka,Critic,Japan,id_93
Daisuke Akasaka,Critic,Japan,id_94
Daisuke Akasaka,Critic,Japan,id_95
Daisuke Akasaka,Critic,Japan,id_96
Mania Akbari,Director,Iran,id_97
Mania Akbari,Director,Iran,id_98
Mania Akbari,Director,Iran,id_81
Mania Akbari,Director,Iran,id_99
Mania Akbari,Director,Iran,id_100
Mania Akbari,Director,Iran,id_101
Mania Akbari,Director,Iran,id_102
Mania Akbari,Director,Iran,id_103
Mania Akbari,Director,Iran,id_104
Mania Akbari,Director,Iran,id_105
Mohamed Al-Daradji,Director,Iraq/Holland,id_106
Mohamed Al-Daradji,Director,Iraq/Holland,id_107
Mohamed Al-Daradji,Director,Iraq/Holland,id_108
Mohamed Al-Daradji,Director,Iraq/Holland,id_109
Mohamed Al-Daradji,Director,Iraq/Holland,id_110
Mohamed Al-Daradji,Director,Iraq/Holland,id_111
Mohamed Al-Daradji,Director,Iraq/Holland,id_112
Mohamed Al-Daradji,Director,Iraq/Holland,id_113
Mohamed Al-Daradji,Director,Iraq/Holland,id_114
Mohamed Al-Daradji,Director,Iraq/Holland,id_115
Antti Alanen,programmer,Finland,id_63
Antti Alanen,programmer,Finland,id_116
Antti Alanen,programmer,Finland,id_117
Antti Alanen,programmer,Finland,id_118
Antti Alanen,programmer,Finland,id_119
Antti Alanen,programmer,Finland,id_17
Antti Alanen,programmer,Finland,id_120
Antti Alanen,programmer,Finland,id_121
Antti Alanen,programmer,Finland,id_49
Antti Alanen,programmer,Finland,id_9
Marcelo Alderete,programmer,Argentina,id_122
Marcelo Alderete,programmer,Argentina,id_43
Marcelo Alderete,programmer,Argentina,id_123
Marcelo Alderete,programmer,Argentina,id_124
Marcelo Alderete,programmer,Argentina,id_125
Marcelo Alderete,programmer,Argentina,id_46
Marcelo Alderete,programmer,Argentina,id_126
Marcelo Alderete,programmer,Argentina,id_127
Marcelo Alderete,programmer,Argentina,id_128
Marcelo Alderete,programmer,Argentina,id_129
Nigel Algar,archivist,UK,id_51
Nigel Algar,archivist,UK,id_63
Nigel Algar,archivist,UK,id_130
Nigel Algar,archivist,UK,id_131
Nigel Algar,archivist,UK,id_45
Nigel Algar,archivist,UK,id_132
Nigel Algar,archivist,UK,id_133
Nigel Algar,archivist,UK,id_134
Nigel Algar,archivist,UK,id_135
Nigel Algar,archivist,UK,id_136
Francisco Algarín Navarro,critic,Spain,id_137
Francisco Algarín Navarro,critic,Spain,id_138
Francisco Algarín Navarro,critic,Spain,id_139
Francisco Algarín Navarro,critic,Spain,id_140
Francisco Algarín Navarro,critic,Spain,id_141
Francisco Algarín Navarro,critic,Spain,id_142
Francisco Algarín Navarro,critic,Spain,id_143
Francisco Algarín Navarro,critic,Spain,id_144
Francisco Algarín Navarro,critic,Spain,id_145
Francisco Algarín Navarro,critic,Spain,id_146
Tariq Ali,critic,Pakistan/UK,id_147
Tariq Ali,critic,Pakistan/UK,id_148
Tariq Ali,critic,Pakistan/UK,id_149
Tariq Ali,critic,Pakistan/UK,id_25
Tariq Ali,critic,Pakistan/UK,id_150
Tariq Ali,critic,Pakistan/UK,id_151
Tariq Ali,critic,Pakistan/UK,id_152
Tariq Ali,critic,Pakistan/UK,id_153
Tariq Ali,critic,Pakistan/UK,id_6
Tariq Ali,critic,Pakistan/UK,id_154
Sitora Alieva,programmer,Russia,id_40
Sitora Alieva,programmer,Russia,id_63
Sitora Alieva,programmer,Russia,id_25
Sitora Alieva,programmer,Russia,id_53
Sitora Alieva,programmer,Russia,id_155
Sitora Alieva,programmer,Russia,id_102
Sitora Alieva,programmer,Russia,id_17
Sitora Alieva,programmer,Russia,id_156
Sitora Alieva,programmer,Russia,id_157
Sitora Alieva,programmer,Russia,id_9
Woody Allen,Director,US,id_158
Woody Allen,Director,US,id_159
Woody Allen,Director,US,id_160
Woody Allen,Director,US,id_106
Woody Allen,Director,US,id_63
Woody Allen,Director,US,id_25
Woody Allen,Director,US,id_161
Woody Allen,Director,US,id_162
Woody Allen,Director,US,id_6
Woody Allen,Director,US,id_163
Thomas Allenbach,programmer,Switzerland,id_164
Thomas Allenbach,programmer,Switzerland,id_63
Thomas Allenbach,programmer,Switzerland,id_165
Thomas Allenbach,programmer,Switzerland,id_110
Thomas Allenbach,programmer,Switzerland,id_166
Thomas Allenbach,programmer,Switzerland,id_167
Thomas Allenbach,programmer,Switzerland,id_168
Thomas Allenbach,programmer,Switzerland,id_169
Thomas Allenbach,programmer,Switzerland,id_170
Thomas Allenbach,programmer,Switzerland,id_146
Gunnar Almer,programmer,Sweden,id_171
Gunnar Almer,programmer,Sweden,id_172
Gunnar Almer,programmer,Sweden,id_63
Gunnar Almer,programmer,Sweden,id_173
Gunnar Almer,programmer,Sweden,id_174
Gunnar Almer,programmer,Sweden,id_175
Gunnar Almer,programmer,Sweden,id_176
Gunnar Almer,programmer,Sweden,id_177
Gunnar Almer,programmer,Sweden,id_178
Gunnar Almer,programmer,Sweden,id_179
Florence Almozini,programmer,US,id_10
Florence Almozini,programmer,US,id_180
Florence Almozini,programmer,US,id_181
Florence Almozini,programmer,US,id_182
Florence Almozini,programmer,US,id_183
Florence Almozini,programmer,US,id_184
Florence Almozini,programmer,US,id_185
Florence Almozini,programmer,US,id_186
Florence Almozini,programmer,US,id_120
Florence Almozini,programmer,US,id_146
Lisandro Alonso,Director,Argentina,id_30
Lisandro Alonso,Director,Argentina,id_71
Lisandro Alonso,Director,Argentina,id_187
Lisandro Alonso,Director,Argentina,id_14
Lisandro Alonso,Director,Argentina,id_188
Lisandro Alonso,Director,Argentina,id_186
Lisandro Alonso,Director,Argentina,id_189
Lisandro Alonso,Director,Argentina,id_190
Lisandro Alonso,Director,Argentina,id_191
Lisandro Alonso,Director,Argentina,id_177
Tata Amaral,Director,Brazil,id_192
Tata Amaral,Director,Brazil,id_193
Tata Amaral,Director,Brazil,id_33
Tata Amaral,Director,Brazil,id_194
Tata Amaral,Director,Brazil,id_195
Tata Amaral,Director,Brazil,id_76
Tata Amaral,Director,Brazil,id_196
Tata Amaral,Director,Brazil,id_197
Tata Amaral,Director,Brazil,id_198
Tata Amaral,Director,Brazil,id_150
Suzana Amaral,Director,Brazil,id_159
Suzana Amaral,Director,Brazil,id_199
Suzana Amaral,Director,Brazil,id_192
Suzana Amaral,Director,Brazil,id_63
Suzana Amaral,Director,Brazil,id_200
Suzana Amaral,Director,Brazil,id_12
Suzana Amaral,Director,Brazil,id_201
Suzana Amaral,Director,Brazil,id_202
Suzana Amaral,Director,Brazil,id_203
Suzana Amaral,Director,Brazil,id_204
Masoud Amralla Al Ali,programmer,Dubai,id_159
Masoud Amralla Al Ali,programmer,Dubai,id_73
Masoud Amralla Al Ali,programmer,Dubai,id_205
Masoud Amralla Al Ali,programmer,Dubai,id_206
Masoud Amralla Al Ali,programmer,Dubai,id_207
Masoud Amralla Al Ali,programmer,Dubai,id_208
Masoud Amralla Al Ali,programmer,Dubai,id_209
Masoud Amralla Al Ali,programmer,Dubai,id_210
Masoud Amralla Al Ali,programmer,Dubai,id_191
Masoud Amralla Al Ali,programmer,Dubai,id_211
Thom Andersen,Director,US,id_212
Thom Andersen,Director,US,id_213
Thom Andersen,Director,US,id_214
Thom Andersen,Director,US,id_215
Thom Andersen,Director,US,id_117
Thom Andersen,Director,US,id_91
Thom Andersen,Director,US,id_216
Thom Andersen,Director,US,id_186
Thom Andersen,Director,US,id_153
Thom Andersen,Director,US,id_217
Jason Anderson,critic,Canada,id_218
Jason Anderson,critic,Canada,id_171
Jason Anderson,critic,Canada,id_219
Jason Anderson,critic,Canada,id_220
Jason Anderson,critic,Canada,id_221
Jason Anderson,critic,Canada,id_222
Jason Anderson,critic,Canada,id_29
Jason Anderson,critic,Canada,id_223
Jason Anderson,critic,Canada,id_120
Jason Anderson,critic,Canada,id_37
Roy Andersson,Director,Sweden,id_160
Roy Andersson,Director,Sweden,id_21
Roy Andersson,Director,Sweden,id_224
Roy Andersson,Director,Sweden,id_10
Roy Andersson,Director,Sweden,id_147
Roy Andersson,Director,Sweden,id_106
Roy Andersson,Director,Sweden,id_225
Roy Andersson,Director,Sweden,id_226
Roy Andersson,Director,Sweden,id_6
Roy Andersson,Director,Sweden,id_227
Borislav Andjelic,critic,Serbia,id_160
Borislav Andjelic,critic,Serbia,id_21
Borislav Andjelic,critic,Serbia,id_31
Borislav Andjelic,critic,Serbia,id_147
Borislav Andjelic,critic,Serbia,id_192
Borislav Andjelic,critic,Serbia,id_63
Borislav Andjelic,critic,Serbia,id_6
Borislav Andjelic,critic,Serbia,id_95
Borislav Andjelic,critic,Serbia,id_135
Borislav Andjelic,critic,Serbia,id_228
Fábio Andrade,critic,Brazil,id_229
Fábio Andrade,critic,Brazil,id_117
Fábio Andrade,critic,Brazil,id_230
Fábio Andrade,critic,Brazil,id_231
Fábio Andrade,critic,Brazil,id_232
Fábio Andrade,critic,Brazil,id_233
Fábio Andrade,critic,Brazil,id_120
Fábio Andrade,critic,Brazil,id_234
Fábio Andrade,critic,Brazil,id_235
Fábio Andrade,critic,Brazil,id_177
Arild Andresen,Director,Norway,id_158
Arild Andresen,Director,Norway,id_159
Arild Andresen,Director,Norway,id_236
Arild Andresen,Director,Norway,id_237
Arild Andresen,Director,Norway,id_200
Arild Andresen,Director,Norway,id_238
Arild Andresen,Director,Norway,id_239
Arild Andresen,Director,Norway,id_132
Arild Andresen,Director,Norway,id_134
Arild Andresen,Director,Norway,id_146
Geoff Andrew,critic,UK,id_40
Geoff Andrew,critic,UK,id_63
Geoff Andrew,critic,UK,id_240
Geoff Andrew,critic,UK,id_241
Geoff Andrew,critic,UK,id_242
Geoff Andrew,critic,UK,id_243
Geoff Andrew,critic,UK,id_232
Geoff Andrew,critic,UK,id_209
Geoff Andrew,critic,UK,id_244
Geoff Andrew,critic,UK,id_217
Nigel Andrews,critic,UK,id_30
Nigel Andrews,critic,UK,id_245
Nigel Andrews,critic,UK,id_63
Nigel Andrews,critic,UK,id_201
Nigel Andrews,critic,UK,id_246
Nigel Andrews,critic,UK,id_247
Nigel Andrews,critic,UK,id_49
Nigel Andrews,critic,UK,id_248
Nigel Andrews,critic,UK,id_146
Nigel Andrews,critic,UK,id_249
Mauro Andrizzi,Director,Argentina,id_20
Mauro Andrizzi,Director,Argentina,id_31
Mauro Andrizzi,Director,Argentina,id_250
Mauro Andrizzi,Director,Argentina,id_251
Mauro Andrizzi,Director,Argentina,id_252
Mauro Andrizzi,Director,Argentina,id_253
Mauro Andrizzi,Director,Argentina,id_254
Mauro Andrizzi,Director,Argentina,id_78
Mauro Andrizzi,Director,Argentina,id_255
Mauro Andrizzi,Director,Argentina,id_256
Joko Anwar,Director,Indonesia,id_63
Joko Anwar,Director,Indonesia,id_257
Joko Anwar,Director,Indonesia,id_258
Joko Anwar,Director,Indonesia,id_259
Joko Anwar,Director,Indonesia,id_260
Joko Anwar,Director,Indonesia,id_5
Joko Anwar,Director,Indonesia,id_261
Joko Anwar,Director,Indonesia,id_114
Joko Anwar,Director,Indonesia,id_262
Joko Anwar,Director,Indonesia,id_146
Adriano Aprà,critic,Italy,id_263
Adriano Aprà,critic,Italy,id_264
Adriano Aprà,critic,Italy,id_265
Adriano Aprà,critic,Italy,id_266
Adriano Aprà,critic,Italy,id_27
Adriano Aprà,critic,Italy,id_77
Adriano Aprà,critic,Italy,id_267
Adriano Aprà,critic,Italy,id_268
Adriano Aprà,critic,Italy,id_269
Adriano Aprà,critic,Italy,id_270
Michael Apted,Director,UK,id_20
Michael Apted,Director,UK,id_159
Michael Apted,Director,UK,id_147
Michael Apted,Director,UK,id_192
Michael Apted,Director,UK,id_63
Michael Apted,Director,UK,id_271
Michael Apted,Director,UK,id_272
Michael Apted,Director,UK,id_194
Michael Apted,Director,UK,id_163
Michael Apted,Director,UK,id_273
Gregg Araki,Director,US,id_164
Gregg Araki,Director,US,id_274
Gregg Araki,Director,US,id_275
Gregg Araki,Director,US,id_43
Gregg Araki,Director,US,id_276
Gregg Araki,Director,US,id_28
Gregg Araki,Director,US,id_57
Gregg Araki,Director,US,id_277
Gregg Araki,Director,US,id_278
Gregg Araki,Director,US,id_279
Paula Arantzazu Ruiz,critic,Spain,id_280
Paula Arantzazu Ruiz,critic,Spain,id_281
Paula Arantzazu Ruiz,critic,Spain,id_282
Paula Arantzazu Ruiz,critic,Spain,id_283
Paula Arantzazu Ruiz,critic,Spain,id_284
Paula Arantzazu Ruiz,critic,Spain,id_285
Paula Arantzazu Ruiz,critic,Spain,id_286
Paula Arantzazu Ruiz,critic,Spain,id_287
Paula Arantzazu Ruiz,critic,Spain,id_288
Paula Arantzazu Ruiz,critic,Spain,id_289
Inácio Araujo,critic,Brazil,id_290
Inácio Araujo,critic,Brazil,id_232
Inácio Araujo,critic,Brazil,id_291
Inácio Araujo,critic,Brazil,id_292
Inácio Araujo,critic,Brazil,id_293
Inácio Araujo,critic,Brazil,id_294
Inácio Araujo,critic,Brazil,id_217
Inácio Araujo,critic,Brazil,id_295
Inácio Araujo,critic,Brazil,id_146
Inácio Araujo,critic,Brazil,id_296
Álvaro Arroba,critic,Spain,id_297
Álvaro Arroba,critic,Spain,id_298
Álvaro Arroba,critic,Spain,id_299
Álvaro Arroba,critic,Spain,id_300
Álvaro Arroba,critic,Spain,id_301
Álvaro Arroba,critic,Spain,id_92
Álvaro Arroba,critic,Spain,id_302
Álvaro Arroba,critic,Spain,id_303
Álvaro Arroba,critic,Spain,id_292
Álvaro Arroba,critic,Spain,id_304
Anjelika Artyukh,critic,Russia,id_305
Anjelika Artyukh,critic,Russia,id_306
Anjelika Artyukh,critic,Russia,id_307
Anjelika Artyukh,critic,Russia,id_63
Anjelika Artyukh,critic,Russia,id_73
Anjelika Artyukh,critic,Russia,id_53
Anjelika Artyukh,critic,Russia,id_308
Anjelika Artyukh,critic,Russia,id_3
Anjelika Artyukh,critic,Russia,id_4
Anjelika Artyukh,critic,Russia,id_57
Nana Asfour,critic,US,id_147
Nana Asfour,critic,US,id_192
Nana Asfour,critic,US,id_309
Nana Asfour,critic,US,id_81
Nana Asfour,critic,US,id_310
Nana Asfour,critic,US,id_99
Nana Asfour,critic,US,id_251
Nana Asfour,critic,US,id_101
Nana Asfour,critic,US,id_311
Nana Asfour,critic,US,id_312
Manuel Asín,critic,Spain,id_313
Manuel Asín,critic,Spain,id_314
Manuel Asín,critic,Spain,id_192
Manuel Asín,critic,Spain,id_116
Manuel Asín,critic,Spain,id_41
Manuel Asín,critic,Spain,id_265
Manuel Asín,critic,Spain,id_315
Manuel Asín,critic,Spain,id_316
Manuel Asín,critic,Spain,id_317
Manuel Asín,critic,Spain,id_318
Aditya Assarat,Director,Thailand,id_219
Aditya Assarat,Director,Thailand,id_319
Aditya Assarat,Director,Thailand,id_320
Aditya Assarat,Director,Thailand,id_110
Aditya Assarat,Director,Thailand,id_102
Aditya Assarat,Director,Thailand,id_321
Aditya Assarat,Director,Thailand,id_239
Aditya Assarat,Director,Thailand,id_322
Aditya Assarat,Director,Thailand,id_323
Aditya Assarat,Director,Thailand,id_114
Olivier Assayas,Director,France,id_20
Olivier Assayas,Director,France,id_324
Olivier Assayas,Director,France,id_325
Olivier Assayas,Director,France,id_15
Olivier Assayas,Director,France,id_17
Olivier Assayas,Director,France,id_326
Olivier Assayas,Director,France,id_169
Olivier Assayas,Director,France,id_120
Olivier Assayas,Director,France,id_115
Olivier Assayas,Director,France,id_327
Kutlug Ataman,Director,Turkey,id_158
Kutlug Ataman,Director,Turkey,id_328
Kutlug Ataman,Director,Turkey,id_147
Kutlug Ataman,Director,Turkey,id_305
Kutlug Ataman,Director,Turkey,id_192
Kutlug Ataman,Director,Turkey,id_247
Kutlug Ataman,Director,Turkey,id_168
Kutlug Ataman,Director,Turkey,id_329
Kutlug Ataman,Director,Turkey,id_7
Kutlug Ataman,Director,Turkey,id_330
Ahmed Atef,Director,Egypt,id_31
Ahmed Atef,Director,Egypt,id_331
Ahmed Atef,Director,Egypt,id_332
Ahmed Atef,Director,Egypt,id_4
Ahmed Atef,Director,Egypt,id_333
Ahmed Atef,Director,Egypt,id_334
Ahmed Atef,Director,Egypt,id_335
Ahmed Atef,Director,Egypt,id_336
Ahmed Atef,Director,Egypt,id_38
Ahmed Atef,Director,Egypt,id_337
Michael Atkinson,critic,US,id_30
Michael Atkinson,critic,US,id_40
Michael Atkinson,critic,US,id_51
Michael Atkinson,critic,US,id_181
Michael Atkinson,critic,US,id_63
Michael Atkinson,critic,US,id_266
Michael Atkinson,critic,US,id_15
Michael Atkinson,critic,US,id_291
Michael Atkinson,critic,US,id_120
Michael Atkinson,critic,US,id_338
José Carlos Avellar,critic,Brazil,id_339
José Carlos Avellar,critic,Brazil,id_305
José Carlos Avellar,critic,Brazil,id_150
José Carlos Avellar,critic,Brazil,id_33
José Carlos Avellar,critic,Brazil,id_340
José Carlos Avellar,critic,Brazil,id_341
José Carlos Avellar,critic,Brazil,id_291
José Carlos Avellar,critic,Brazil,id_176
José Carlos Avellar,critic,Brazil,id_342
José Carlos Avellar,critic,Brazil,id_343
Richard Ayoade,Director,UK,id_60
Richard Ayoade,Director,UK,id_164
Richard Ayoade,Director,UK,id_10
Richard Ayoade,Director,UK,id_344
Richard Ayoade,Director,UK,id_345
Richard Ayoade,Director,UK,id_166
Richard Ayoade,Director,UK,id_232
Richard Ayoade,Director,UK,id_209
Richard Ayoade,Director,UK,id_58
Richard Ayoade,Director,UK,id_217
Senem Aytaç,critic,Turkey,id_346
Senem Aytaç,critic,Turkey,id_26
Senem Aytaç,critic,Turkey,id_347
Senem Aytaç,critic,Turkey,id_348
Senem Aytaç,critic,Turkey,id_27
Senem Aytaç,critic,Turkey,id_29
Senem Aytaç,critic,Turkey,id_168
Senem Aytaç,critic,Turkey,id_146
Senem Aytaç,critic,Turkey,id_129
Senem Aytaç,critic,Turkey,id_349
Peter von Bagh,programmer,Finland/Italy,id_350
Peter von Bagh,programmer,Finland/Italy,id_351
Peter von Bagh,programmer,Finland/Italy,id_352
Peter von Bagh,programmer,Finland/Italy,id_353
Peter von Bagh,programmer,Finland/Italy,id_354
Peter von Bagh,programmer,Finland/Italy,id_266
Peter von Bagh,programmer,Finland/Italy,id_355
Peter von Bagh,programmer,Finland/Italy,id_356
Peter von Bagh,programmer,Finland/Italy,id_357
Peter von Bagh,programmer,Finland/Italy,id_358
Peter Bagrov,academic,Russia,id_159
Peter Bagrov,academic,Russia,id_116
Peter Bagrov,academic,Russia,id_359
Peter Bagrov,academic,Russia,id_221
Peter Bagrov,academic,Russia,id_360
Peter Bagrov,academic,Russia,id_361
Peter Bagrov,academic,Russia,id_354
Peter Bagrov,academic,Russia,id_167
Peter Bagrov,academic,Russia,id_168
Peter Bagrov,academic,Russia,id_120
Cameron Bailey,programmer,Canada,id_31
Cameron Bailey,programmer,Canada,id_265
Cameron Bailey,programmer,Canada,id_362
Cameron Bailey,programmer,Canada,id_102
Cameron Bailey,programmer,Canada,id_27
Cameron Bailey,programmer,Canada,id_322
Cameron Bailey,programmer,Canada,id_286
Cameron Bailey,programmer,Canada,id_211
Cameron Bailey,programmer,Canada,id_363
Cameron Bailey,programmer,Canada,id_146
Robin Baker,archivist,UK,id_245
Robin Baker,archivist,UK,id_40
Robin Baker,archivist,UK,id_10
Robin Baker,archivist,UK,id_364
Robin Baker,archivist,UK,id_365
Robin Baker,archivist,UK,id_27
Robin Baker,archivist,UK,id_366
Robin Baker,archivist,UK,id_329
Robin Baker,archivist,UK,id_135
Robin Baker,archivist,UK,id_146
Mohammed Bakrim,critic,Tunisia,id_20
Mohammed Bakrim,critic,Tunisia,id_305
Mohammed Bakrim,critic,Tunisia,id_106
Mohammed Bakrim,critic,Tunisia,id_367
Mohammed Bakrim,critic,Tunisia,id_4
Mohammed Bakrim,critic,Tunisia,id_132
Mohammed Bakrim,critic,Tunisia,id_329
Mohammed Bakrim,critic,Tunisia,id_47
Mohammed Bakrim,critic,Tunisia,id_368
Mohammed Bakrim,critic,Tunisia,id_369
César Ballester,academic,Spain,id_370
César Ballester,academic,Spain,id_371
César Ballester,academic,Spain,id_328
César Ballester,academic,Spain,id_372
César Ballester,academic,Spain,id_373
César Ballester,academic,Spain,id_374
César Ballester,academic,Spain,id_243
César Ballester,academic,Spain,id_209
César Ballester,academic,Spain,id_375
César Ballester,academic,Spain,id_37
Nicolas Barbano,critic,Denmark,id_20
Nicolas Barbano,critic,Denmark,id_376
Nicolas Barbano,critic,Denmark,id_377
Nicolas Barbano,critic,Denmark,id_378
Nicolas Barbano,critic,Denmark,id_379
Nicolas Barbano,critic,Denmark,id_380
Nicolas Barbano,critic,Denmark,id_381
Nicolas Barbano,critic,Denmark,id_47
Nicolas Barbano,critic,Denmark,id_135
Nicolas Barbano,critic,Denmark,id_382
Florin Barbu,critic,Romania,id_31
Florin Barbu,critic,Romania,id_305
Florin Barbu,critic,Romania,id_282
Florin Barbu,critic,Romania,id_63
Florin Barbu,critic,Romania,id_116
Florin Barbu,critic,Romania,id_383
Florin Barbu,critic,Romania,id_384
Florin Barbu,critic,Romania,id_167
Florin Barbu,critic,Romania,id_232
Florin Barbu,critic,Romania,id_385
Luciano Barisone,critic,Switzerland/Italy,id_158
Luciano Barisone,critic,Switzerland/Italy,id_192
Luciano Barisone,critic,Switzerland/Italy,id_63
Luciano Barisone,critic,Switzerland/Italy,id_53
Luciano Barisone,critic,Switzerland/Italy,id_386
Luciano Barisone,critic,Switzerland/Italy,id_387
Luciano Barisone,critic,Switzerland/Italy,id_388
Luciano Barisone,critic,Switzerland/Italy,id_144
Luciano Barisone,critic,Switzerland/Italy,id_217
Luciano Barisone,critic,Switzerland/Italy,id_389
Clio Barnard,Director,UK,id_390
Clio Barnard,Director,UK,id_391
Clio Barnard,Director,UK,id_324
Clio Barnard,Director,UK,id_392
Clio Barnard,Director,UK,id_393
Clio Barnard,Director,UK,id_394
Clio Barnard,Director,UK,id_6
Clio Barnard,Director,UK,id_395
Clio Barnard,Director,UK,id_396
Clio Barnard,Director,UK,id_397
Joslyn Barnes,other,US,id_159
Joslyn Barnes,other,US,id_21
Joslyn Barnes,other,US,id_106
Joslyn Barnes,other,US,id_238
Joslyn Barnes,other,US,id_27
Joslyn Barnes,other,US,id_329
Joslyn Barnes,other,US,id_120
Joslyn Barnes,other,US,id_47
Joslyn Barnes,other,US,id_217
Joslyn Barnes,other,US,id_363
Charles Barr,academic,UK,id_351
Charles Barr,academic,UK,id_398
Charles Barr,academic,UK,id_63
Charles Barr,academic,UK,id_399
Charles Barr,academic,UK,id_400
Charles Barr,academic,UK,id_401
Charles Barr,academic,UK,id_120
Charles Barr,academic,UK,id_121
Charles Barr,academic,UK,id_95
Charles Barr,academic,UK,id_337
Gabriele Barrera,critic,Italy,id_159
Gabriele Barrera,critic,Italy,id_20
Gabriele Barrera,critic,Italy,id_40
Gabriele Barrera,critic,Italy,id_305
Gabriele Barrera,critic,Italy,id_63
Gabriele Barrera,critic,Italy,id_238
Gabriele Barrera,critic,Italy,id_29
Gabriele Barrera,critic,Italy,id_120
Gabriele Barrera,critic,Italy,id_217
Gabriele Barrera,critic,Italy,id_146
Jiří Barta,Director,Czech Republic,id_160
Jiří Barta,Director,Czech Republic,id_21
Jiří Barta,Director,Czech Republic,id_402
Jiří Barta,Director,Czech Republic,id_403
Jiří Barta,Director,Czech Republic,id_404
Jiří Barta,Director,Czech Republic,id_405
Jiří Barta,Director,Czech Republic,id_406
